file,pr,class
butterfly/OIP-09Xo0wT0Ek5A_d_bUKgUogHaIj.jpeg,4.522324e-10,0.0
butterfly/OIP-0BCM2aYkl7ORNrG3GS51fAHaFb.jpeg,4.522324e-10,0.0
butterfly/OIP-0ClK4inJCxnsXnRBs1-aNQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-0FapqhMTiS5SBxXLNGgZHAHaFs.jpeg,4.522324e-10,0.0
butterfly/OIP-0FgiBZnYBh-PeACWWMXTlQHaJ4.jpeg,4.522324e-10,0.0
butterfly/OIP-0Im5va_-bRFaoKpgElzpoAHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-0J4n0Xih1oytcvXbu5Qk-AAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-0L057N-wdtn52ZteWKt5CQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-0OjVBP86YhIZHiJfb4SQ5AAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-0Rm-Jx_MbSBV5xJrOFU_iQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-0SLZTSG08Ar-epysCY43xwHaGa.jpeg,4.522324e-10,0.0
butterfly/OIP-0_lYjNzp5jhMP4XfHF-zogHaFc.jpeg,4.522324e-10,0.0
butterfly/OIP-0f0rumiaqCzPrIXEY4CU7gHaIt.jpeg,4.522324e-10,0.0
butterfly/OIP-0heStKGmL-j-2gjMIZTcZwHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-0iKlmwuQmO00kb07LOrBWQHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-0jq2P0QmtOYAYXNy3SeiYgHaHF.jpeg,4.522324e-10,0.0
butterfly/OIP-0kLeRahbA2H3wr8RfUJDeAAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-0nCXiQiaWGKe08X6vsMNOgHaJV.jpeg,4.522324e-10,0.0
butterfly/OIP-0qYj_WAGHgxkLbtnzT4WNgHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-0qsT4Bt5npKBmWTFUppwxQHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-0uDxYvQflWtWD6J2uOuHawHaFk.jpeg,4.522324e-10,0.0
butterfly/OIP-0wlV2OUzauS5VTWx2x3UIAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-16XQG-F8cywgHOevhx8bFAHaE9.jpeg,4.522324e-10,0.0
butterfly/OIP-19imCcN17hvaqDwQecDmnAHaGK.jpeg,4.522324e-10,0.0
butterfly/OIP-1D6zosikoPzPHorZk567SAHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-1D85l59j5z5r24EUIUKzzgHaFc.jpeg,4.522324e-10,0.0
butterfly/OIP-1DdCvZjzqUJ9uhTp2fQLOQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-1E4aQFjUsLfadzVh0GGlYgHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-1G1AJWAUHsmswhBMsnVdxAHaFc.jpeg,4.522324e-10,0.0
butterfly/OIP-1GLDT_vfdLFEcWBzWaxt7gAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-1Pe_ZxZFQr0plwkelAMbQQHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-1Q2xc8N_Ls_ulwpyUfpTeQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-1REZKqaKuAMdsOrdtwBc5AHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-1RSm8WLmeAy0JwdkTyJT6AHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-1Sd0G-6ou3Ciuxmfdm3sQAHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-1SgDJSK11RSVS8hdNpyECgHaIU.jpeg,4.522324e-10,0.0
butterfly/OIP-1Si6RXmIqYDWQM1W7SAq2AAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-1TNRYIKnR0AunJX8klVBsgHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-1TbiHq1KbZHiOafjeeavwgHaD-.jpeg,4.522324e-10,0.0
butterfly/OIP-1U6cn7tUewAnicLpUL0PewHaKU.jpeg,4.522324e-10,0.0
butterfly/OIP-1WJ7qocJkx9lKyqj7zPLZgHaFY.jpeg,4.522324e-10,0.0
butterfly/OIP-1W_K0J2BGc0YqKMPuoC7kQHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-1atwo6u-KjDXd2ukaOGVTQHaGd.jpeg,4.522324e-10,0.0
butterfly/OIP-1eN9_Ubu1fhw1PLpuGR61AHaE0.jpeg,4.522324e-10,0.0
butterfly/OIP-1fDnV0a5mw4x9EZCoZ-3oQHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-1fQ1-C2hmEL5tEkMwORpawHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-1hw0LHZoBJwcwqQWXnRekQHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-1k5CHCKSejY2wDB3Tx0dXQHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-1nmm5E6U5MFMzqQRzuAwhAHaFE.jpeg,4.522324e-10,0.0
butterfly/OIP-1qtmWXALhnBzQ8mIBSU3zQEsDL.jpeg,4.522324e-10,0.0
butterfly/OIP-1sCkKd9Pc7_BL3XOrmNafQHaFi.jpeg,4.522324e-10,0.0
butterfly/OIP-1uVlqIC9e1cM4jx1M8p3_wHaFV.jpeg,4.522324e-10,0.0
butterfly/OIP-1wrgOJZTqtRAq_PXZOY2ZgAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-24P5G4dH8ooQyPsIZv--PAHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-25-3MO-k6pPkSuL7yopxewHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-2EZ1DOXojFKxLOuY3j_MoQAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-2FgJOKj2FceQULIOc4qj-gHaHO.jpeg,4.522324e-10,0.0
butterfly/OIP-2JZFRoe9wsW0-jz4WaPRgwHaFI.jpeg,4.522324e-10,0.0
butterfly/OIP-2LonCsS5zylAZdzIBi0zcQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-2Ou79adYdIDKocmGYwArmAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-2QATmwRRIPa3WQyqfNpCXwHaFb.jpeg,4.522324e-10,0.0
butterfly/OIP-2Ql8DTXLeKupRlyoW3xTEwHaFO.jpeg,4.522324e-10,0.0
butterfly/OIP-2Ry_N8duK_qCZcHJL1G5mAHaEL.jpeg,4.522324e-10,0.0
butterfly/OIP-2SxhHpU5pmOITjacAxYNbQHaLH.jpeg,4.522324e-10,0.0
butterfly/OIP-2VGR_89nC_TUGAuEQvFVmwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-2VIs39I2nkFQ_kD7JzlwAQHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-2YY8dd6JHgLdL0OeosyAeQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-2_EHdKq6d_y5eSdS2JwcaAHaLL.jpeg,4.522324e-10,0.0
butterfly/OIP-2aPaiQt0mYSnbcc8E_QdBwHaEA.jpeg,4.522324e-10,0.0
butterfly/OIP-2gCulgGLIHyeC9P3GxN9XQHaGl.jpeg,4.522324e-10,0.0
butterfly/OIP-2iIgQnhozcpL0xQ-EIuEdQHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-2nLtLk_jilzToow7kSOSgAHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-2pw52SPZlaHEmcE3e8MIogHaI0.jpeg,4.522324e-10,0.0
butterfly/OIP-2qYEjPwCw9W76LYFjAasCAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-2t1l7Wzj4E9Nkwre5IQsjQHaFc.jpeg,4.522324e-10,0.0
butterfly/OIP-2uAahphnRft2-HsR3mYJWwAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-2wD3MVQok-xpDJ1USZpLkQHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-2wNfJmQ7h-1DPSV7Nz8IgwHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-2xBJvkglxmF91QR2lUWybAHaFD.jpeg,4.522324e-10,0.0
butterfly/OIP-2y5u6x76VuZAw40J3-5meQHaG8.jpeg,4.522324e-10,0.0
butterfly/OIP-3-NUEzfQqpavSAa-y7M2PgHaE6.jpeg,4.522324e-10,0.0
butterfly/OIP-3-jC1fERajxEMF_lM1SkYwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-31NtOLMy3y3rHJnMeuW6uAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-34rv_LW7zd60TXet2xyGbwHaF7.jpeg,4.522324e-10,0.0
butterfly/OIP-397EM-NyHHsx4NWtxspcCQHaFe.jpeg,4.522324e-10,0.0
butterfly/OIP-39DZZXHW0VQwcFBD-01USQAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-39GZuwFYpHYp0JduIH2W-QHaF2.jpeg,4.522324e-10,0.0
butterfly/OIP-3APyiuhd2zRS1HERmslUxgHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-3AuTMRvJZDNFuotI9W_qbwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-3By6scvVScSg8v9xEpt4GgHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-3Caj0v-NgcIdWLW544Pv5wHaFh.jpeg,4.522324e-10,0.0
butterfly/OIP-3FcClFmouT-DTP7jM6oM7wHaFK.jpeg,4.522324e-10,0.0
butterfly/OIP-3JOm737Ybs83Z8L1ysag_gHaFP.jpeg,4.522324e-10,0.0
butterfly/OIP-3Juis8N5LfDhoLt66cPXjgHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-3MmnMiIQXjPLP_VzE1kTswAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-3MtjJMWr2Pnib6-R9SIP9wHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-3O-Ve7wpUcb9FjHkxOZHowHaHj.jpeg,4.522324e-10,0.0
butterfly/OIP-3P_txNtZ9vQboXpxOrfAlwHaFi.jpeg,4.522324e-10,0.0
butterfly/OIP-3VjK2XqljrWrzVge-wn8cAHaHL.jpeg,4.522324e-10,0.0
butterfly/OIP-3X73w9S7aHtAecFLXl3ThAEsDh.jpeg,4.522324e-10,0.0
butterfly/OIP-3YV7EmpW4ox9Ysakv7l3LAHaFK.jpeg,4.522324e-10,0.0
butterfly/OIP-3dYa3sL5MZLS5qnw3OtF0gHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-3f173-9DibDZ2B48KvUTOAHaG2.jpeg,4.522324e-10,0.0
butterfly/OIP-3j4pBzViP25xJ9kYvwMILAHaJU.jpeg,4.522324e-10,0.0
butterfly/OIP-3k9zmbq1RCdKFRpa9xxVEwHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-3qsB7SL8IOgRBB-qOhgbbQHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-3t02-0hNa9uFlgzraAnQQwHaHR.jpeg,4.522324e-10,0.0
butterfly/OIP-3u3iazweX4rxqUcW1ilP-QHaEm.jpeg,4.522324e-10,0.0
butterfly/OIP-3u7uRfPS0Nwr9cUmoRagQwHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-3vkqCMkDHpHdTrkSLIhgawAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-40Yyc3mifuHJDcDgfsEhGAHaF2.jpeg,4.522324e-10,0.0
butterfly/OIP-40xupskAVNmz4Ql5_cIlbgAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-41eqzxAcflnUUgdHnsu8oAHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-42YcDpM4KPtpWhLMA91_ZgHaIi.jpeg,4.522324e-10,0.0
butterfly/OIP-4BhnWjuF4k_IMrKT6PKDtgHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-4EGm_D4QFdvZ8MlteiGgKQHaE9.jpeg,4.522324e-10,0.0
butterfly/OIP-4Lk4mUAHXYOIovuKhhwUSgHaIe.jpeg,4.522324e-10,0.0
butterfly/OIP-4M7ZOUZQLa1cRCdh6Q0VcgHaHZ.jpeg,4.522324e-10,0.0
butterfly/OIP-4O2nl45jJNRTiSHP-wt6yAHaFS.jpeg,4.522324e-10,0.0
butterfly/OIP-4P7_7D5HO1WvKvQj9dL8kAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-4TBTdmTuvxggeEdgZK6OjgHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-4TmoncrXn1dTjN6Aiqz5YQHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-4XONYiuzS473uS499quM6gEsEp.jpeg,4.522324e-10,0.0
butterfly/OIP-4Y4LFdTTd2MyFkVEFPgyaAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-4YC4NAvRN-RdgtM7DWbjxQHaHC.jpeg,4.522324e-10,0.0
butterfly/OIP-4bTlTB0VIxQe3vbLpwJ92AHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-4daUtA2DbCPshyLso1f48AHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-4lmcmfTlVDN5WvS31pQeawAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-4p0jCxIzKEHArDa1JocMkwHaDL.jpeg,4.522324e-10,0.0
butterfly/OIP-4t9e-4opcyJnSvo4CJMdyAHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-4uIe_ew67zQwjH0MqwKlzwHaFJ.jpeg,4.522324e-10,0.0
butterfly/OIP-4uXVaNWRH7TGa7cZVWGqXwHaHM.jpeg,4.522324e-10,0.0
butterfly/OIP-4wWGczvVYSA_eMmYtVNS2gHaGM.jpeg,4.522324e-10,0.0
butterfly/OIP-4wwZYB-u3h1J80EIAvCqqAHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-4ykCtMEP75_ejAz1tJ_1SwHaH2.jpeg,4.522324e-10,0.0
butterfly/OIP-5-DJo6pyZizGfIPRN1yffgHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-527l0KDGEVKkok8xRnHYpQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-55_AMosXV8TX1ylEDGvCgQHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-5Alx0UwU7y88i4eHFN5RBwHaGF.jpeg,4.522324e-10,0.0
butterfly/OIP-5JT8dyNp0RBw9zs3N6ZYswHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-5KoXOr9cyg9JHzSZ65V0lAAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-5MAVjzRe9zMa4Knwm1nT1QAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-5MDSMHIXhaaeDI_jGMkKuwHaH2.jpeg,4.522324e-10,0.0
butterfly/OIP-5NQtZYAZHsglsaWUJgRbtQHaGV.jpeg,4.522324e-10,0.0
butterfly/OIP-5OAW5jPcvFpYe98RseJoNAHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-5Ogtm7fBt5XCy2aFBvrL5gHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-5PFwpG02YpotcjDovzoocwHaE6.jpeg,4.522324e-10,0.0
butterfly/OIP-5RQfZ_TkpDSCLFD5BCWKswHaEG.jpeg,4.522324e-10,0.0
butterfly/OIP-5UgWFM_0nBZ0JgIHdE0EwAHaGS.jpeg,4.522324e-10,0.0
butterfly/OIP-5Vy-OyCv46rJlLoMj2qBNwHaF3.jpeg,4.522324e-10,0.0
butterfly/OIP-5Y90N1yD7omgIKdJQ6fUewHaIu.jpeg,4.522324e-10,0.0
butterfly/OIP-5aRCxfDeuGVIC3vNxZr33QHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-5dPaVsS1FaUYAebqMiOuYgHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-5eCpy54l0PWWTyaolLDKCwHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-5etZJ8plQip5EMlajnpzFwHaHO.jpeg,4.522324e-10,0.0
butterfly/OIP-5f4hhYTZQmuvpdqjcldgIwHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-5gR8sU3QPiFVxumVo_--twHaFp.jpeg,4.522324e-10,0.0
butterfly/OIP-5jn7UZDIdLwn1DzoXfWHKAHaFk.jpeg,4.522324e-10,0.0
butterfly/OIP-5mcdcpcg-5fHBtmRkGef0AHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-5nbfXDU99SxuIA3dDckCLAHaDt.jpeg,4.522324e-10,0.0
butterfly/OIP-5owfoBwjsKvK_ungG8ov1AHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-5qhtiWjljYKZCo8PvKiWCQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-5u9Wpwd4siKwffyGnjxXHwEsD_.jpeg,4.522324e-10,0.0
butterfly/OIP-5uRIHfGKB88KGBSSlVi4hQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-5yL7mX-WhwtLPYrYV1c7bQHaFw.jpeg,4.522324e-10,0.0
butterfly/OIP-5z8gBrhwuu7DVjTrhWPaHAHaHb.jpeg,4.522324e-10,0.0
butterfly/OIP-6-N4Hc_X2nRvkh4uaAtq2wHaFi.jpeg,4.522324e-10,0.0
butterfly/OIP-61tjcymebTQlfe4u3XyLlwHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-64IToHXKu7DLlnr7tyjP8AHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-64tQ0SCiGwNEVDB7guZtBgHaFs.jpeg,4.522324e-10,0.0
butterfly/OIP-64v6MU8sG_UkVyxB5koBngAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-679ZlqcCUPiH82QAKLPu-wHaE9.jpeg,4.522324e-10,0.0
butterfly/OIP-6AbVy3qOvTsCxj8oNJ91RwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-6Bam26g68QXMl0z2Lgw3WAHaFc.jpeg,4.522324e-10,0.0
butterfly/OIP-6C-9XSklslzS0DjPeiF57QHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-6Eb4Y-wDtvvEWwMab72a0gHaFd.jpeg,4.522324e-10,0.0
butterfly/OIP-6F1VwPOBmy-k20y10M3H4wHaGb.jpeg,4.522324e-10,0.0
butterfly/OIP-6GAUZVLYVwf7o0pjhAopFwHaFs.jpeg,4.522324e-10,0.0
butterfly/OIP-6GarvgqHSTU4CUU1KwHTNgHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-6Gh323TmdoG6tsd81XhjrwHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-6H66iY2CLvHiurCeq5TfhAHaGE.jpeg,4.522324e-10,0.0
butterfly/OIP-6HUEzAv4SAxyzhCLVBgtgQHaFz.jpeg,4.522324e-10,0.0
butterfly/OIP-6LYR_jeH8-Hhdb8EYVnNCwHaGl.jpeg,4.522324e-10,0.0
butterfly/OIP-6MgXIAm-s5L25lyKKUvnlQHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-6QAAMAdtgZRN6JLWBthG1wHaGr.jpeg,4.522324e-10,0.0
butterfly/OIP-6R-OHSA-zARTS0IrkMy62QHaFn.jpeg,4.522324e-10,0.0
butterfly/OIP-6TQiyHD6fAbPt_1pCICL7QHaLH.jpeg,4.522324e-10,0.0
butterfly/OIP-6Te7FgW0INPUUNl32tgW1QHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-6YzVD49oOY6sz7OPI06rvAHaE-.jpeg,4.522324e-10,0.0
butterfly/OIP-6b7nYl25JU2PcryJMCo6fQHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-6beWUhSCsXKihdWTYbokEAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-6cpoMjN1R_lgziI9Lnz1UwHaEn.jpeg,4.522324e-10,0.0
butterfly/OIP-6dOxlYqb8PzLgaGq9RVqpQHaGG.jpeg,4.522324e-10,0.0
butterfly/OIP-6eLXvzFMtN3jtlAUSgi7IwHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-6fhV2-L8kpA4MfZXVWf4qgHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-6jr08xyLfo42wP1_gn7oDwHaE7.jpeg,4.522324e-10,0.0
butterfly/OIP-6l17Miua_qbj7DsCAZAO0gHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-6ntOS_3DQHb9ZFaq7yJCNwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-6oKkKOJSsDWO5tgsox7CxgHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-6uLgXL7RfCVYDGsVGEV7iQAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-6vAWvz11xhDhND0t2wYjFAHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-6xPM0_abTFuN7WnyxnA8wgHaE6.jpeg,4.522324e-10,0.0
butterfly/OIP-71PNAQ7-1SR6Jgd-LF4qogHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-72Hmi5y1uSfZGSERrmZ3zwHaCu.jpeg,4.522324e-10,0.0
butterfly/OIP-73398ZcbCfqPt-eLKNw7EQHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-7429KXy3lzoskTTI2DWXMAHaEi.jpeg,4.522324e-10,0.0
butterfly/OIP-76qLCucFcaDYnUiOdXEcygHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-77GdvQVid2bO2gdIvCrx1QHaE5.jpeg,4.522324e-10,0.0
butterfly/OIP-77KDMUrECakKc2A9P8kbwAEuDO.jpeg,4.522324e-10,0.0
butterfly/OIP-7D8ATdHxDjJKsc11LrURlgHaEh.jpeg,4.522324e-10,0.0
butterfly/OIP-7ICP99uz2bZt3BZ7MnxoJwHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-7JbG1llhRUAdTtBnP31nngHaEo.jpeg,4.522324e-10,0.0
butterfly/OIP-7LPi2DA3hx97NmtybyT7wwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-7Lw-SIZiI7ML1atMTF4WEQHaFV.jpeg,4.522324e-10,0.0
butterfly/OIP-7OtpSiAPtr4EdEjica_NAgHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-7QgLrGumUSO22QyEounK-QHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-7TTdpmZCR0R9YokwVO77XQHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-7TUgLA5rq1SXUM3kxv7msQHaIy.jpeg,4.522324e-10,0.0
butterfly/OIP-7UfJ1idHvPzvYKigG-L39QHaEK.jpeg,4.522324e-10,0.0
butterfly/OIP-7_KQyymjYrcXV9GEGI_e9AHaE2.jpeg,4.522324e-10,0.0
butterfly/OIP-7_hPFnqtqLQDhHW9g9l_-wHaE6.jpeg,4.522324e-10,0.0
butterfly/OIP-7a0hJkFYoZMF2_sqmAzWnwHaFe.jpeg,4.522324e-10,0.0
butterfly/OIP-7c1SCA2EKLwhOOQTMIwn1wHaFo.jpeg,4.522324e-10,0.0
butterfly/OIP-7csbSDZu-smxbz6uHhgFlgHaLD.jpeg,4.522324e-10,0.0
butterfly/OIP-7fTsd7KLtePOn8hiwK1BTgHaLH.jpeg,4.522324e-10,0.0
butterfly/OIP-7mexOlY7U9dG62bDXtNhlgHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-7ozkpbbMX5BmrDp6XQV-TgHaFq.jpeg,4.522324e-10,0.0
butterfly/OIP-7pqAC_NdbLGcXolQbA7OuQHaE5.jpeg,4.522324e-10,0.0
butterfly/OIP-7sFzwijZ_iond_TgiL3ODgHaHa.jpeg,4.522324e-10,0.0
butterfly/OIP-7saa3tOSBml0IbLTVth6iwHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-7tyAtXBL3NwwJ6TcLAeSqwHaE8.jpeg,4.522324e-10,0.0
butterfly/OIP-7x782dc14fYoWMLZA-iHagHaF0.jpeg,4.522324e-10,0.0
butterfly/OIP-7yn3DKg0ioOlfiFo_lkdvwHaH6.jpeg,4.522324e-10,0.0
butterfly/OIP-83G_v8ippV6haCFoHqR-6wAAAA.jpeg,4.522324e-10,0.0
butterfly/OIP-83i5l6GQSqs_yp_OIBa5FwHaFj.jpeg,4.522324e-10,0.0
butterfly/OIP-83wRsZ6W7tmwFzchPBUDfAHaLG.jpeg,4.522324e-10,0.0
butterfly/OIP-87gGWvqUyC4vcOrbL4Ft_wHaFE.jpeg,4.522324e-10,0.0
butterfly/OIP-88Mz7VvdbkVQ5mNcPnja3QHaIu.jpeg,4.522324e-10,0.0
butterfly/OIP-89wG0FP8toFeQnl_T4jOvgHaGN.jpeg,4.522324e-10,0.0
butterfly/OIP-8ESCpCGcvdTV2SNHNZ4vvgHaE8.jpeg,4.522324e-10,0.0
