file,prediction_butterfly,prediction_cat,prediction_cavallo,prediction_chicken,prediction_cow,prediction_elephant,prediction_horse,prediction_sheep,prediction_spider,prediction_squirrel,class,class_name
"('butterfly/OIP--SUPsDiwMnFmvHar3xCmjgHaFj.jpeg', 'butterfly')",0.9999808,2.574354e-07,1.7629945e-09,4.6344056e-08,1.247339e-10,2.378496e-11,6.586212e-09,1.1726634e-10,1.8953699e-05,2.1489666e-09,0,butterfly
"('butterfly/OIP--VatM86VAW7kByE6tVfTfgHaHV.jpeg', 'butterfly')",1.0,4.6454954e-08,9.496363e-13,1.0038111e-10,5.5346385e-13,2.0849444e-13,2.1117373e-11,2.0427538e-14,8.40951e-09,8.089969e-13,0,butterfly
"('butterfly/OIP--YxmjyUUbmVOTOwA5fv3XgHaFL.jpeg', 'butterfly')",1.0,2.9192053e-16,8.925231e-20,1.1489294e-18,3.0434047e-21,5.917493e-21,1.5390385e-19,3.3880566e-23,6.761366e-14,6.487997e-21,0,butterfly
"('butterfly/OIP--eJJJ5u2_KgNggs6GsMtswHaHk.jpeg', 'butterfly')",0.999984,1.1995903e-06,1.7338279e-09,6.1764753e-09,8.554709e-11,1.953313e-10,4.7310365e-09,1.609364e-11,1.47281435e-05,1.7083208e-10,0,butterfly
"('butterfly/OIP--gEvtip9-FSfOy_MWMXSxQHaJ6.jpeg', 'butterfly')",1.0,8.378997e-12,1.1601409e-13,1.3369203e-12,8.3330754e-13,2.2445115e-13,2.9176566e-13,4.2960948e-15,7.786041e-10,1.3680541e-14,0,butterfly
"('butterfly/OIP--lGiTfH7hOR6PZ238zlM9QHaE7.jpeg', 'butterfly')",1.0,4.947115e-11,6.7729926e-11,2.456002e-11,4.2998725e-12,2.2332008e-12,6.2957083e-12,7.829529e-13,2.2682606e-08,9.063792e-13,0,butterfly
"('butterfly/OIP--mHsZ6cdBGKHe-NOtHgERgHaD-.jpeg', 'butterfly')",0.9993013,4.769129e-07,6.654711e-09,4.6134406e-07,1.7262536e-10,4.175419e-09,1.6650047e-07,1.660323e-08,1.1637594e-05,0.00068580365,0,butterfly
"('butterfly/OIP--oJqQhn66-DKxbj2skHKuAHaCv.jpeg', 'butterfly')",0.998162,6.918702e-05,7.4170465e-08,5.5583947e-05,6.7344376e-07,6.0840466e-07,7.455833e-06,3.579132e-08,0.0017041648,2.1036992e-07,0,butterfly
"('butterfly/OIP--ohLNsXa1I98upPDakBeBAHaE6.jpeg', 'butterfly')",1.0,5.064661e-16,2.833298e-18,2.0456348e-18,1.898719e-20,9.79556e-22,1.14567815e-17,7.9424364e-22,9.503523e-16,7.441392e-21,0,butterfly
"('butterfly/OIP--r8lAMrI_Mbj1zCh4WroTgHaHa.jpeg', 'butterfly')",0.9997472,1.5163978e-06,1.841293e-09,2.5486826e-05,2.0495719e-08,3.0770245e-06,1.0207265e-07,7.833589e-08,0.00022167183,6.5781154e-07,0,butterfly
"('butterfly/OIP--uJxQZUw1ibjIJDEuEXzpAHaEo.jpeg', 'butterfly')",0.99978584,2.314909e-07,7.274735e-10,1.3497838e-09,6.352254e-11,7.493898e-11,1.2105524e-09,5.85751e-11,0.00021398562,3.0945517e-09,0,butterfly
"('butterfly/OIP--uyxspAMAoa6IkxtgJWdYAHaE7.jpeg', 'butterfly')",1.0,5.8697064e-10,4.007708e-12,3.058801e-11,5.1336316e-14,2.0394689e-13,3.8622256e-12,6.871497e-14,1.2452789e-09,3.4834648e-12,0,butterfly
"('butterfly/OIP--v_vx0B7J5lpKWjLjknadQAAAA.jpeg', 'butterfly')",1.0,4.9881415e-11,1.0859505e-13,1.1569347e-13,5.460351e-16,2.2040204e-15,6.820637e-14,7.001684e-17,3.3299486e-08,1.5360504e-15,0,butterfly
"('butterfly/OIP-0-4j2LrYb7bKSeuUdc2yJQHaLX.jpeg', 'horse')",0.0014160484,0.057095256,3.4925745e-07,4.6976984e-05,4.19114e-06,2.954238e-07,0.9411491,2.8435623e-05,0.00022377167,3.5641035e-05,6,horse
"('butterfly/OIP-0-M4adMCfm8xuWUCy5IXdQHaKe.jpeg', 'butterfly')",0.9959585,0.00051614316,5.1727322e-05,1.0237054e-05,1.1142497e-06,5.5909372e-06,0.00016113989,6.393703e-08,0.0032945476,9.431442e-07,0,butterfly
"('butterfly/OIP-0-OGDZB7ms6WPw21pssBbgHaFj.jpeg', 'butterfly')",0.9999956,5.828312e-07,1.6624109e-09,6.911707e-07,4.3875178e-10,1.6222048e-09,3.7409404e-08,1.091936e-09,3.0421609e-06,1.3068943e-08,0,butterfly
"('butterfly/OIP-02MfXWiFtDKuR4G4uMsjeAHaE7.jpeg', 'butterfly')",1.0,3.2169517e-11,2.2068421e-12,3.8055996e-11,7.349819e-13,4.019464e-13,2.5720216e-12,2.607201e-14,9.69969e-09,1.2892957e-13,0,butterfly
"('butterfly/OIP-05XApkSfFPeJvmujAIqQxQHaFj.jpeg', 'butterfly')",1.0,1.3399468e-10,1.4802698e-13,6.3737205e-13,5.447514e-16,5.757498e-16,1.6954455e-13,2.0561753e-16,4.462689e-09,3.669028e-15,0,butterfly
"('butterfly/OIP-09Xo0wT0Ek5A_d_bUKgUogHaIj.jpeg', 'butterfly')",1.0,2.140683e-20,1.0989386e-23,4.3216224e-22,5.1072043e-25,1.32753e-25,5.5584137e-23,6.75039e-28,7.713374e-18,1.4516466e-25,0,butterfly
"('butterfly/OIP-0BCM2aYkl7ORNrG3GS51fAHaFb.jpeg', 'butterfly')",0.9999969,1.8511377e-06,2.8308791e-11,2.2395188e-09,1.6402412e-11,2.0074742e-11,3.272886e-10,1.1379028e-12,1.1955183e-06,9.432031e-10,0,butterfly
"('butterfly/OIP-0ClK4inJCxnsXnRBs1-aNQHaFj.jpeg', 'butterfly')",0.99999964,1.0302379e-09,4.4234694e-12,3.4727315e-11,3.3176592e-13,1.0439065e-12,1.44326e-12,3.879008e-14,3.8550948e-07,1.0389095e-11,0,butterfly
"('butterfly/OIP-0FapqhMTiS5SBxXLNGgZHAHaFs.jpeg', 'butterfly')",0.9999919,4.744437e-06,4.3029823e-07,6.1482035e-07,3.5046247e-07,2.520893e-08,1.1850747e-06,1.971292e-08,7.1135037e-07,1.2385825e-08,0,butterfly
"('butterfly/OIP-0FgiBZnYBh-PeACWWMXTlQHaJ4.jpeg', 'butterfly')",0.97403425,0.00030522532,2.4338131e-05,0.0018924671,0.00053271063,7.792357e-06,0.00021158456,6.8539016e-06,0.022978386,6.3277216e-06,0,butterfly
"('butterfly/OIP-0Im5va_-bRFaoKpgElzpoAHaE8.jpeg', 'butterfly')",1.0,9.077261e-11,4.6729764e-14,7.4867375e-13,1.8963918e-16,1.4664478e-15,5.0444207e-14,1.1153971e-16,2.581953e-10,5.0650913e-14,0,butterfly
"('butterfly/OIP-0J4n0Xih1oytcvXbu5Qk-AAAAA.jpeg', 'butterfly')",0.9689372,7.471024e-07,5.4078098e-09,5.5328064e-07,9.456398e-09,1.2957299e-09,3.4001165e-08,3.3823593e-09,0.031061454,1.484888e-08,0,butterfly
"('butterfly/OIP-0L057N-wdtn52ZteWKt5CQHaFj.jpeg', 'butterfly')",1.0,6.089496e-13,2.9601822e-15,8.172621e-12,2.0465589e-15,1.614256e-15,2.929671e-15,1.883918e-16,1.4691679e-09,1.5226897e-16,0,butterfly
"('butterfly/OIP-0OjVBP86YhIZHiJfb4SQ5AAAAA.jpeg', 'butterfly')",1.0,1.2042787e-11,2.8713924e-17,5.3523463e-17,3.9462354e-20,1.2813952e-19,1.0354655e-15,1.7553772e-21,2.07823e-10,1.499814e-17,0,butterfly
"('butterfly/OIP-0Rm-Jx_MbSBV5xJrOFU_iQHaFj.jpeg', 'butterfly')",0.99883395,8.034608e-07,5.3604364e-11,1.4303976e-08,6.6807594e-11,1.743945e-10,4.5698786e-10,5.925138e-11,0.001165237,6.8532006e-11,0,butterfly
"('butterfly/OIP-0SLZTSG08Ar-epysCY43xwHaGa.jpeg', 'butterfly')",0.9985316,2.3413828e-07,5.3477384e-10,0.0011032721,1.0061978e-08,5.4760623e-09,5.6194662e-09,1.2812327e-08,0.0003648269,8.613146e-10,0,butterfly
"('butterfly/OIP-0_lYjNzp5jhMP4XfHF-zogHaFc.jpeg', 'butterfly')",1.0,3.0483335e-12,3.1032268e-15,1.41133265e-14,1.03673365e-16,1.61582e-16,1.6981244e-14,1.1438348e-18,2.8965923e-09,3.7359571e-16,0,butterfly
"('butterfly/OIP-0f0rumiaqCzPrIXEY4CU7gHaIt.jpeg', 'butterfly')",0.7972682,1.0265203e-06,6.627231e-09,5.6856155e-05,1.0436207e-08,2.7314673e-08,1.9012117e-06,5.613709e-09,0.202672,3.0132515e-08,0,butterfly
"('butterfly/OIP-0heStKGmL-j-2gjMIZTcZwHaHa.jpeg', 'butterfly')",0.9999981,1.0012732e-07,1.7668963e-09,5.688816e-08,3.6472574e-08,3.727401e-09,2.7823663e-08,6.0973965e-10,1.649317e-06,2.4549662e-08,0,butterfly
"('butterfly/OIP-0iKlmwuQmO00kb07LOrBWQHaEo.jpeg', 'butterfly')",0.9998857,1.7452237e-08,2.908993e-10,1.7156629e-10,8.019075e-12,8.106579e-12,8.210252e-10,5.2214773e-12,0.000114295646,1.400844e-10,0,butterfly
"('butterfly/OIP-0jq2P0QmtOYAYXNy3SeiYgHaHF.jpeg', 'butterfly')",0.97787756,3.3299742e-07,2.3601196e-10,4.4781267e-08,1.3560661e-09,2.2200542e-11,6.18999e-08,2.988829e-11,0.02212198,2.2480379e-10,0,butterfly
"('butterfly/OIP-0kLeRahbA2H3wr8RfUJDeAAAAA.jpeg', 'butterfly')",0.9999902,2.416179e-06,3.759525e-08,1.9272305e-07,2.3999802e-09,7.631094e-09,7.016848e-08,4.264634e-09,7.0099195e-06,4.2191584e-08,0,butterfly
"('butterfly/OIP-0nCXiQiaWGKe08X6vsMNOgHaJV.jpeg', 'butterfly')",1.0,1.9450978e-14,4.139903e-17,3.5079863e-13,4.7758105e-16,8.276952e-17,9.705615e-16,4.9298314e-18,3.4938286e-10,8.1142606e-17,0,butterfly
"('butterfly/OIP-0qYj_WAGHgxkLbtnzT4WNgHaFq.jpeg', 'butterfly')",1.0,1.2608564e-10,2.824377e-12,2.618368e-11,6.1636954e-14,3.0610317e-14,3.781027e-12,2.7751074e-14,5.056887e-10,1.790184e-13,0,butterfly
"('butterfly/OIP-0qsT4Bt5npKBmWTFUppwxQHaE8.jpeg', 'butterfly')",1.0,2.01219e-09,5.3996637e-11,6.669094e-11,1.0574331e-13,1.8422678e-13,1.1352578e-11,3.4665267e-14,2.034722e-08,8.097147e-13,0,butterfly
"('butterfly/OIP-0uDxYvQflWtWD6J2uOuHawHaFk.jpeg', 'butterfly')",1.0,3.217802e-09,1.234392e-12,5.6553217e-12,4.0304806e-13,6.524832e-13,3.387464e-11,4.462882e-14,2.941922e-08,2.9480723e-12,0,butterfly
"('butterfly/OIP-0wlV2OUzauS5VTWx2x3UIAHaFj.jpeg', 'butterfly')",1.0,6.8398114e-11,4.8525257e-13,1.0718086e-11,7.7421915e-14,5.789969e-14,5.3599096e-12,3.5452015e-14,3.860138e-10,2.3216954e-13,0,butterfly
"('butterfly/OIP-16XQG-F8cywgHOevhx8bFAHaE9.jpeg', 'butterfly')",0.9999447,1.0886074e-05,1.0413148e-06,1.5683175e-06,1.3371819e-06,2.778772e-07,1.6431454e-06,2.8256138e-06,3.558374e-05,1.3106688e-07,0,butterfly
"('butterfly/OIP-19imCcN17hvaqDwQecDmnAHaGK.jpeg', 'butterfly')",1.0,1.7230805e-14,2.9015957e-17,4.3994817e-16,1.13881975e-17,1.0156376e-18,2.8471692e-16,2.9571935e-21,1.3885837e-13,3.0556804e-19,0,butterfly
"('butterfly/OIP-1D6zosikoPzPHorZk567SAHaE8.jpeg', 'butterfly')",0.96448,0.0014152465,3.2522366e-06,4.7660007e-05,2.7957537e-06,7.360542e-06,7.113019e-05,2.7553087e-06,0.033934418,3.5389385e-05,0,butterfly
"('butterfly/OIP-1D85l59j5z5r24EUIUKzzgHaFc.jpeg', 'butterfly')",1.0,1.04297205e-11,2.9952245e-15,1.0309168e-12,1.8958133e-16,2.3410158e-17,1.6636836e-13,1.5352162e-18,1.6651919e-09,7.6275036e-16,0,butterfly
"('butterfly/OIP-1DdCvZjzqUJ9uhTp2fQLOQHaFj.jpeg', 'butterfly')",0.9999993,4.6678117e-08,9.662092e-12,7.288934e-07,5.701741e-15,1.5504733e-14,9.40048e-10,1.2481623e-13,3.9717856e-09,2.8805363e-12,0,butterfly
"('butterfly/OIP-1E4aQFjUsLfadzVh0GGlYgHaFj.jpeg', 'butterfly')",0.99991345,2.231124e-06,2.1613877e-09,7.325319e-10,4.206637e-12,3.264569e-11,1.054849e-07,1.3674447e-11,8.4141095e-05,1.1997746e-08,0,butterfly
"('butterfly/OIP-1G1AJWAUHsmswhBMsnVdxAHaFc.jpeg', 'butterfly')",0.9999995,5.041481e-08,7.9596905e-11,6.296036e-10,5.52029e-12,1.8019428e-10,1.3764664e-09,6.9632893e-12,5.1652046e-07,1.3688641e-08,0,butterfly
"('butterfly/OIP-1GLDT_vfdLFEcWBzWaxt7gAAAA.jpeg', 'butterfly')",0.99657416,0.00035370653,1.6139849e-07,2.5104187e-06,1.3491342e-07,3.2905763e-07,8.238135e-05,4.3164697e-08,0.00287619,0.00011041014,0,butterfly
"('butterfly/OIP-1Pe_ZxZFQr0plwkelAMbQQHaEo.jpeg', 'butterfly')",1.0,2.6165246e-12,1.7367404e-14,1.1889805e-14,3.546415e-16,6.476639e-16,2.854393e-14,3.581897e-18,3.6417275e-10,5.4545584e-14,0,butterfly
"('butterfly/OIP-1Q2xc8N_Ls_ulwpyUfpTeQHaFj.jpeg', 'butterfly')",0.99999964,7.594691e-09,1.2028383e-12,1.0052363e-10,3.2499112e-13,7.138865e-13,1.5631914e-11,3.0924278e-13,3.0099596e-07,3.0600167e-13,0,butterfly
"('butterfly/OIP-1REZKqaKuAMdsOrdtwBc5AHaEK.jpeg', 'butterfly')",1.0,3.5485432e-14,4.1157324e-17,4.728077e-18,2.8980845e-20,4.786069e-20,1.0837094e-17,2.8690308e-22,5.5339444e-12,3.6773596e-18,0,butterfly
"('butterfly/OIP-1RSm8WLmeAy0JwdkTyJT6AHaFj.jpeg', 'spider')",0.040095966,3.4792015e-06,2.4468818e-07,1.7312387e-06,4.8023855e-07,7.427628e-08,7.899152e-07,6.371827e-08,0.9598945,2.7890928e-06,8,spider
"('butterfly/OIP-1Sd0G-6ou3Ciuxmfdm3sQAHaHa.jpeg', 'spider')",0.39619264,9.557744e-06,8.543537e-09,6.368946e-07,7.732957e-09,8.272756e-09,7.6793907e-07,4.0660852e-09,0.60379624,4.6521635e-08,8,spider
"('butterfly/OIP-1SgDJSK11RSVS8hdNpyECgHaIU.jpeg', 'butterfly')",0.9992092,7.1243863e-07,1.3782681e-08,4.1868766e-09,4.0543575e-11,2.3425022e-11,2.598798e-09,3.615669e-11,0.0007900946,5.412121e-11,0,butterfly
"('butterfly/OIP-1Si6RXmIqYDWQM1W7SAq2AAAAA.jpeg', 'butterfly')",1.0,1.4626982e-16,1.2366068e-16,1.2539598e-16,3.4397249e-19,6.862972e-21,1.7095056e-17,5.5785347e-21,3.05317e-15,3.39904e-20,0,butterfly
"('butterfly/OIP-1TNRYIKnR0AunJX8klVBsgHaE7.jpeg', 'butterfly')",0.99999964,6.37e-09,2.7665953e-12,1.7739904e-09,1.0232119e-12,4.024282e-12,9.053293e-11,9.622435e-14,3.2394155e-07,2.027446e-12,0,butterfly
"('butterfly/OIP-1TbiHq1KbZHiOafjeeavwgHaD-.jpeg', 'butterfly')",1.0,1.6519905e-09,1.002465e-12,1.4913698e-10,7.207441e-13,5.7612086e-13,1.4735838e-11,4.6954194e-14,3.057237e-08,2.2907297e-12,0,butterfly
"('butterfly/OIP-1U6cn7tUewAnicLpUL0PewHaKU.jpeg', 'butterfly')",1.0,7.249779e-10,4.7768023e-13,1.5733492e-12,8.656032e-15,6.8578113e-15,2.3175906e-12,3.3936568e-16,4.2205198e-08,1.4315389e-14,0,butterfly
"('butterfly/OIP-1WJ7qocJkx9lKyqj7zPLZgHaFY.jpeg', 'butterfly')",0.99998975,2.1924453e-07,1.8117108e-08,1.1887225e-08,5.0996055e-11,7.2283035e-10,1.4115136e-08,3.307718e-10,1.0049116e-05,2.3776503e-08,0,butterfly
"('butterfly/OIP-1W_K0J2BGc0YqKMPuoC7kQHaHa.jpeg', 'butterfly')",0.99999964,1.4818888e-08,1.55719e-10,5.3419352e-08,5.3808364e-11,9.41196e-11,8.996412e-09,1.632384e-11,3.9471107e-07,1.4994583e-10,0,butterfly
"('butterfly/OIP-1atwo6u-KjDXd2ukaOGVTQHaGd.jpeg', 'butterfly')",1.0,2.291973e-10,7.1849757e-12,9.886646e-12,1.9356751e-14,3.6267664e-15,3.5607663e-11,2.12269e-14,2.7896025e-09,1.455832e-12,0,butterfly
"('butterfly/OIP-1eN9_Ubu1fhw1PLpuGR61AHaE0.jpeg', 'butterfly')",1.0,1.81646e-11,1.6346106e-13,5.80348e-14,7.8571225e-15,7.75987e-15,8.936189e-15,3.9783606e-17,2.5252351e-08,1.5743073e-15,0,butterfly
"('butterfly/OIP-1fDnV0a5mw4x9EZCoZ-3oQHaEK.jpeg', 'butterfly')",0.9999987,3.6914614e-09,1.0348975e-11,1.5516294e-10,7.211945e-12,5.955126e-12,1.2898863e-10,2.99847e-13,1.2652562e-06,2.003088e-10,0,butterfly
"('butterfly/OIP-1fQ1-C2hmEL5tEkMwORpawHaHa.jpeg', 'butterfly')",1.0,4.9735168e-20,2.8431676e-21,6.6484935e-22,1.7017813e-26,1.0736445e-25,1.567685e-23,1.3399019e-27,7.498537e-18,5.2484607e-25,0,butterfly
"('butterfly/OIP-1hw0LHZoBJwcwqQWXnRekQHaEo.jpeg', 'butterfly')",1.0,4.4039447e-10,1.0445806e-11,5.124067e-13,9.974821e-15,1.3704038e-15,2.443431e-13,1.3942158e-16,5.6225076e-08,4.4700275e-15,0,butterfly
"('butterfly/OIP-1k5CHCKSejY2wDB3Tx0dXQHaFq.jpeg', 'butterfly')",1.0,2.0706091e-14,7.616139e-15,4.2478523e-14,2.7106475e-17,6.3733766e-18,5.228003e-16,1.0267867e-18,4.0423023e-11,6.488057e-18,0,butterfly
"('butterfly/OIP-1nmm5E6U5MFMzqQRzuAwhAHaFE.jpeg', 'butterfly')",0.99998486,1.739545e-07,1.2711064e-07,1.459261e-07,2.5806307e-07,1.3392661e-08,2.1979877e-08,6.424766e-09,1.437036e-05,1.1108493e-09,0,butterfly
"('butterfly/OIP-1qtmWXALhnBzQ8mIBSU3zQEsDL.jpeg', 'butterfly')",1.0,5.5715745e-12,5.5649705e-15,2.0338664e-14,2.7867911e-15,1.9705302e-15,1.07062805e-14,5.4648283e-17,1.2675918e-09,4.1207793e-15,0,butterfly
"('butterfly/OIP-1sCkKd9Pc7_BL3XOrmNafQHaFi.jpeg', 'butterfly')",0.99964225,7.516309e-06,1.8676315e-07,3.3881228e-05,1.0777874e-07,2.2697415e-07,9.3126655e-06,3.539067e-08,0.00030635085,1.5041816e-07,0,butterfly
"('butterfly/OIP-1uVlqIC9e1cM4jx1M8p3_wHaFV.jpeg', 'butterfly')",0.99996686,8.379743e-08,6.9801026e-10,2.399733e-08,4.6295476e-10,1.250874e-10,7.834201e-09,5.1521357e-11,3.295585e-05,7.186955e-09,0,butterfly
"('butterfly/OIP-1wrgOJZTqtRAq_PXZOY2ZgAAAA.jpeg', 'butterfly')",1.0,4.820476e-14,6.0126996e-13,7.523178e-14,1.109499e-15,1.4749122e-17,8.2877065e-14,1.2983224e-17,8.206047e-12,7.294945e-17,0,butterfly
"('butterfly/OIP-24P5G4dH8ooQyPsIZv--PAHaHa.jpeg', 'butterfly')",0.99999976,2.389917e-09,4.7289683e-11,3.9620645e-09,2.6551532e-09,4.4615686e-11,1.2327865e-09,6.935142e-11,2.6225186e-07,3.3041802e-11,0,butterfly
"('butterfly/OIP-25-3MO-k6pPkSuL7yopxewHaE8.jpeg', 'butterfly')",1.0,7.6196185e-17,1.6693484e-20,3.388309e-19,1.095541e-21,2.6331942e-21,2.789317e-19,2.3669248e-22,1.5833407e-16,3.8691703e-20,0,butterfly
"('butterfly/OIP-2EZ1DOXojFKxLOuY3j_MoQAAAA.jpeg', 'spider')",0.012280808,3.945858e-05,6.198719e-07,0.00021433616,1.7422548e-06,2.4990538e-06,9.9975456e-05,5.3145646e-07,0.98735833,1.7344728e-06,8,spider
"('butterfly/OIP-2FgJOKj2FceQULIOc4qj-gHaHO.jpeg', 'butterfly')",0.9999994,8.4938016e-08,1.919425e-09,1.2616682e-07,2.924829e-11,7.695004e-10,1.3462068e-10,1.7807965e-10,3.9197297e-07,6.0128595e-12,0,butterfly
"('butterfly/OIP-2JZFRoe9wsW0-jz4WaPRgwHaFI.jpeg', 'butterfly')",0.9999976,9.384704e-07,6.8157227e-09,4.2763318e-08,2.9078429e-10,3.4050834e-10,4.664137e-08,2.811908e-10,1.4429064e-06,2.807816e-08,0,butterfly
"('butterfly/OIP-2LonCsS5zylAZdzIBi0zcQHaFj.jpeg', 'butterfly')",0.9973123,0.0002810564,1.342813e-05,0.00020983767,2.5689453e-06,5.8341234e-06,4.851707e-05,1.1434654e-06,0.0021037688,2.1666789e-05,0,butterfly
"('butterfly/OIP-2Ou79adYdIDKocmGYwArmAHaFj.jpeg', 'butterfly')",0.999985,1.0831664e-09,1.5997152e-12,5.824812e-12,6.126416e-13,2.949309e-13,4.15477e-12,1.9194622e-14,1.5043588e-05,1.8010763e-12,0,butterfly
"('butterfly/OIP-2QATmwRRIPa3WQyqfNpCXwHaFb.jpeg', 'butterfly')",0.99999905,1.3753668e-08,3.6159158e-09,1.6091841e-09,6.7579914e-11,2.1830286e-11,9.972112e-11,1.3308993e-12,9.06899e-07,1.5568316e-11,0,butterfly
"('butterfly/OIP-2Ql8DTXLeKupRlyoW3xTEwHaFO.jpeg', 'butterfly')",0.9999925,3.4311014e-08,1.6563281e-10,2.600067e-07,7.1426115e-10,9.848438e-09,7.6395107e-10,4.0909454e-10,7.2446524e-06,8.62726e-10,0,butterfly
"('butterfly/OIP-2Ry_N8duK_qCZcHJL1G5mAHaEL.jpeg', 'butterfly')",0.9999981,5.5690784e-08,1.3017198e-09,1.38566625e-08,1.7274713e-09,2.5735197e-11,3.002481e-07,3.7065842e-10,1.5700999e-06,1.0491762e-09,0,butterfly
"('butterfly/OIP-2SxhHpU5pmOITjacAxYNbQHaLH.jpeg', 'butterfly')",0.9999974,1.3608016e-08,3.153788e-12,2.0219815e-11,3.349877e-13,1.8642642e-12,6.8438484e-12,7.017693e-14,2.6665698e-06,5.6985777e-11,0,butterfly
"('butterfly/OIP-2VGR_89nC_TUGAuEQvFVmwHaFj.jpeg', 'butterfly')",0.999566,3.276086e-05,1.680777e-06,8.82575e-05,7.2304624e-07,1.3725602e-06,3.935809e-05,9.896202e-08,0.0002663283,3.299085e-06,0,butterfly
"('butterfly/OIP-2VIs39I2nkFQ_kD7JzlwAQHaE8.jpeg', 'spider')",0.054125287,0.000100234436,5.3476338e-06,0.00039214845,1.6402617e-05,0.00013702932,0.00018436514,0.00015351782,0.94485116,3.4425604e-05,8,spider
"('butterfly/OIP-2YY8dd6JHgLdL0OeosyAeQHaFj.jpeg', 'butterfly')",1.0,1.9568371e-15,1.9953455e-18,2.397401e-16,8.648618e-20,2.7591664e-19,1.2049505e-17,1.4825023e-20,5.67097e-13,1.3435984e-18,0,butterfly
"('butterfly/OIP-2_EHdKq6d_y5eSdS2JwcaAHaLL.jpeg', 'butterfly')",0.99999964,3.0529005e-08,2.6836108e-11,2.3066013e-11,1.9752486e-11,7.0666216e-12,1.014076e-09,2.3187084e-12,3.2286673e-07,8.8631616e-11,0,butterfly
"('butterfly/OIP-2aPaiQt0mYSnbcc8E_QdBwHaEA.jpeg', 'butterfly')",0.999998,1.4048374e-08,2.2371134e-09,5.0025495e-10,1.6527451e-11,1.08351635e-11,5.594183e-11,3.586753e-13,2.0140435e-06,4.121249e-12,0,butterfly
"('butterfly/OIP-2gCulgGLIHyeC9P3GxN9XQHaGl.jpeg', 'butterfly')",0.99999166,2.437052e-06,1.5471754e-06,2.1965744e-07,3.930017e-08,1.2708815e-08,4.27532e-08,1.0456718e-08,4.0531845e-06,3.839152e-09,0,butterfly
