file,pr,class,class_name
images/10096.jpg,0.9999995,1.0,Dog
images/10097.jpg,1.0,1.0,Dog
images/10098.jpg,0.99999964,1.0,Dog
images/10099.jpg,9.873887e-06,0.0,Cat
images/101.jpg,0.0,0.0,Cat
images/1010.jpg,1.0,1.0,Dog
images/10100.jpg,1.0,1.0,Dog
images/10101.jpg,1.0,1.0,Dog
images/10102.jpg,0.0,0.0,Cat
images/10103.jpg,0.0,0.0,Cat
images/10104.jpg,1.0,1.0,Dog
images/10105.jpg,0.99999905,1.0,Dog
images/10106.jpg,1.05750075e-07,0.0,Cat
images/10107.jpg,9.802535e-05,0.0,Cat
images/10108.jpg,0.99999285,1.0,Dog
images/10109.jpg,2.032876e-08,0.0,Cat
images/1011.jpg,0.0,0.0,Cat
images/10110.jpg,0.9999453,1.0,Dog
images/10111.jpg,0.0,0.0,Cat
images/10112.jpg,0.0,0.0,Cat
images/10113.jpg,0.9999993,1.0,Dog
images/10114.jpg,1.5676627e-05,0.0,Cat
images/10115.jpg,0.0,0.0,Cat
images/10116.jpg,0.9999999,1.0,Dog
images/10117.jpg,3.671561e-08,0.0,Cat
images/10118.jpg,0.0,0.0,Cat
images/10119.jpg,0.99996936,1.0,Dog
images/1012.jpg,0.9999995,1.0,Dog
images/10120.jpg,0.0,0.0,Cat
images/10121.jpg,2.0051932e-06,0.0,Cat
images/10122.jpg,6.270882e-05,0.0,Cat
images/10123.jpg,2.0843293e-06,0.0,Cat
images/10124.jpg,1.0,1.0,Dog
images/10125.jpg,2.7081902e-05,0.0,Cat
images/10126.jpg,0.0,0.0,Cat
images/10127.jpg,0.9995602,1.0,Dog
images/10128.jpg,2.3577596e-07,0.0,Cat
images/10129.jpg,0.9999894,1.0,Dog
images/1013.jpg,0.0,0.0,Cat
images/10130.jpg,0.0,0.0,Cat
images/10131.jpg,1.0,1.0,Dog
images/10132.jpg,0.0,0.0,Cat
images/10133.jpg,7.967833e-05,0.0,Cat
images/10134.jpg,1.0,1.0,Dog
images/10135.jpg,1.0,1.0,Dog
images/10136.jpg,0.99998856,1.0,Dog
images/10137.jpg,0.0,0.0,Cat
images/10138.jpg,0.9999994,1.0,Dog
images/10139.jpg,1.0,1.0,Dog
images/1014.jpg,1.0,1.0,Dog
images/10140.jpg,0.99700075,1.0,Dog
images/10141.jpg,0.99999917,1.0,Dog
images/10142.jpg,0.9999993,1.0,Dog
images/10143.jpg,0.9943492,1.0,Dog
images/10144.jpg,0.99999917,1.0,Dog
images/10145.jpg,0.0,0.0,Cat
images/10146.jpg,1.0,1.0,Dog
images/10147.jpg,1.0,1.0,Dog
images/10148.jpg,0.9777231,1.0,Dog
images/10149.jpg,0.0,0.0,Cat
images/1015.jpg,0.0,0.0,Cat
images/10150.jpg,0.0001077852,0.0,Cat
images/10151.jpg,0.0,0.0,Cat
images/10152.jpg,0.0,0.0,Cat
images/10153.jpg,0.99999976,1.0,Dog
images/10154.jpg,3.872324e-06,0.0,Cat
images/10155.jpg,1.0,1.0,Dog
images/10156.jpg,3.596097e-07,0.0,Cat
images/10157.jpg,8.194089e-05,0.0,Cat
images/10158.jpg,0.0,0.0,Cat
images/10159.jpg,0.99998415,1.0,Dog
images/1016.jpg,0.79670954,1.0,Dog
images/10160.jpg,3.2289933e-08,0.0,Cat
images/10161.jpg,0.053393878,0.0,Cat
images/10162.jpg,0.9999999,1.0,Dog
images/10163.jpg,1.0,1.0,Dog
images/10164.jpg,0.998847,1.0,Dog
images/10165.jpg,0.9955924,1.0,Dog
images/10166.jpg,0.99999917,1.0,Dog
images/10167.jpg,0.9999999,1.0,Dog
images/10168.jpg,0.99591917,1.0,Dog
images/10169.jpg,1.0,1.0,Dog
images/1017.jpg,6.3131474e-06,0.0,Cat
images/10170.jpg,0.0,0.0,Cat
images/10171.jpg,0.0,0.0,Cat
images/10172.jpg,1.0,1.0,Dog
images/10173.jpg,0.0,0.0,Cat
images/10174.jpg,1.2142732e-05,0.0,Cat
images/10175.jpg,4.152504e-07,0.0,Cat
images/10176.jpg,1.0,1.0,Dog
images/10177.jpg,0.9989354,1.0,Dog
images/10178.jpg,7.589861e-05,0.0,Cat
images/10179.jpg,0.99999726,1.0,Dog
images/1018.jpg,0.99999964,1.0,Dog
images/10180.jpg,3.91065e-07,0.0,Cat
images/10181.jpg,1.0,1.0,Dog
images/10182.jpg,6.899704e-05,0.0,Cat
images/10183.jpg,0.07272243,0.0,Cat
images/10184.jpg,0.0,0.0,Cat
images/10185.jpg,0.99998474,1.0,Dog
images/10186.jpg,0.99876773,1.0,Dog
images/10187.jpg,0.9999999,1.0,Dog
images/10188.jpg,0.0020855682,0.0,Cat
images/10189.jpg,0.99999726,1.0,Dog
images/1019.jpg,1.0,1.0,Dog
images/10190.jpg,1.0,1.0,Dog
images/10191.jpg,9.6878246e-08,0.0,Cat
images/10192.jpg,0.99999976,1.0,Dog
images/10193.jpg,0.0,0.0,Cat
images/10194.jpg,9.074764e-08,0.0,Cat
images/10195.jpg,1.0,1.0,Dog
images/10196.jpg,0.999967,1.0,Dog
images/10197.jpg,0.9999999,1.0,Dog
images/10198.jpg,0.0,0.0,Cat
images/10199.jpg,0.0,0.0,Cat
images/102.jpg,0.9999999,1.0,Dog
images/1020.jpg,0.0,0.0,Cat
images/10200.jpg,0.0,0.0,Cat
images/10201.jpg,2.2054243e-08,0.0,Cat
images/10202.jpg,0.99999714,1.0,Dog
images/10203.jpg,1.0,1.0,Dog
images/10204.jpg,0.0,0.0,Cat
images/10205.jpg,0.0,0.0,Cat
images/10206.jpg,3.7893057e-07,0.0,Cat
images/10207.jpg,0.99999964,1.0,Dog
images/10208.jpg,0.99999964,1.0,Dog
images/10209.jpg,1.0,1.0,Dog
images/1021.jpg,0.004662626,0.0,Cat
images/10210.jpg,0.0,0.0,Cat
images/10211.jpg,0.0,0.0,Cat
images/10212.jpg,0.0,0.0,Cat
images/10213.jpg,0.99989307,1.0,Dog
images/10214.jpg,0.99999857,1.0,Dog
images/10215.jpg,0.0,0.0,Cat
images/10216.jpg,0.99665904,1.0,Dog
images/10217.jpg,0.99993205,1.0,Dog
images/10218.jpg,0.0,0.0,Cat
images/10219.jpg,0.75578976,1.0,Dog
images/1022.jpg,0.0,0.0,Cat
images/10220.jpg,0.99999976,1.0,Dog
images/10221.jpg,0.99937254,1.0,Dog
images/10222.jpg,0.99967957,1.0,Dog
images/10223.jpg,0.0,0.0,Cat
images/10224.jpg,2.4847113e-05,0.0,Cat
images/10225.jpg,1.0008359e-07,0.0,Cat
images/10226.jpg,1.5236888e-06,0.0,Cat
images/10227.jpg,0.0,0.0,Cat
images/10228.jpg,0.0,0.0,Cat
images/10229.jpg,4.2246625e-06,0.0,Cat
images/1023.jpg,1.1343087e-07,0.0,Cat
images/10230.jpg,0.8198147,1.0,Dog
images/10231.jpg,0.9999943,1.0,Dog
images/10232.jpg,1.0,1.0,Dog
images/10233.jpg,1.0,1.0,Dog
images/10234.jpg,0.0,0.0,Cat
images/10235.jpg,0.0,0.0,Cat
images/10236.jpg,0.0,0.0,Cat
images/10237.jpg,0.0,0.0,Cat
images/10238.jpg,0.9999912,1.0,Dog
images/10239.jpg,4.279559e-06,0.0,Cat
images/1024.jpg,2.7990705e-05,0.0,Cat
images/10240.jpg,0.0,0.0,Cat
images/10241.jpg,1.0,1.0,Dog
images/10242.jpg,1.0,1.0,Dog
images/10243.jpg,0.9999752,1.0,Dog
images/10244.jpg,1.0,1.0,Dog
images/10245.jpg,0.99999976,1.0,Dog
images/10246.jpg,0.9987381,1.0,Dog
images/10247.jpg,1.0,1.0,Dog
images/10248.jpg,0.22576283,0.0,Cat
images/10249.jpg,0.999997,1.0,Dog
images/1025.jpg,0.0,0.0,Cat
images/10250.jpg,2.2444344e-07,0.0,Cat
images/10251.jpg,0.9999989,1.0,Dog
images/10252.jpg,1.0370395e-06,0.0,Cat
images/10253.jpg,1.0,1.0,Dog
images/10254.jpg,0.9999999,1.0,Dog
images/10255.jpg,0.99999774,1.0,Dog
images/10256.jpg,1.0,1.0,Dog
images/10257.jpg,0.0,0.0,Cat
images/10258.jpg,1.0,1.0,Dog
images/10259.jpg,1.0,1.0,Dog
images/1026.jpg,0.00898579,0.0,Cat
images/10260.jpg,0.23221451,0.0,Cat
images/10261.jpg,0.9999999,1.0,Dog
images/10262.jpg,0.99878687,1.0,Dog
images/10263.jpg,1.0,1.0,Dog
images/10264.jpg,0.0,0.0,Cat
images/10265.jpg,3.8473227e-06,0.0,Cat
images/10266.jpg,0.0,0.0,Cat
images/10267.jpg,0.0,0.0,Cat
images/10268.jpg,1.0,1.0,Dog
images/10269.jpg,0.9905934,1.0,Dog
images/1027.jpg,0.0,0.0,Cat
images/10270.jpg,0.0,0.0,Cat
images/10271.jpg,1.0,1.0,Dog
images/10272.jpg,3.0882704e-05,0.0,Cat
images/10273.jpg,1.3271474e-06,0.0,Cat
images/10274.jpg,0.0,0.0,Cat
images/10275.jpg,0.9999999,1.0,Dog
images/10276.jpg,0.004384607,0.0,Cat
images/10277.jpg,0.9422126,1.0,Dog
images/10278.jpg,0.008125735,0.0,Cat
images/10279.jpg,0.99985313,1.0,Dog
images/1028.jpg,0.0,0.0,Cat
images/10280.jpg,0.992644,1.0,Dog
images/10281.jpg,0.9999887,1.0,Dog
images/10282.jpg,0.99981254,1.0,Dog
images/10283.jpg,0.9999995,1.0,Dog
images/10284.jpg,0.99999964,1.0,Dog
images/10285.jpg,0.99999,1.0,Dog
images/10286.jpg,0.0,0.0,Cat
images/10287.jpg,0.00012147988,0.0,Cat
images/10288.jpg,0.0,0.0,Cat
images/10289.jpg,0.0017530599,0.0,Cat
images/1029.jpg,0.0,0.0,Cat
images/10290.jpg,0.99999607,1.0,Dog
images/10291.jpg,0.9999963,1.0,Dog
images/10292.jpg,1.8158843e-08,0.0,Cat
images/10293.jpg,0.99997663,1.0,Dog
images/10294.jpg,0.0,0.0,Cat
images/10295.jpg,0.0,0.0,Cat
images/10296.jpg,1.9791536e-05,0.0,Cat
images/10297.jpg,1.0,1.0,Dog
images/10298.jpg,0.99997807,1.0,Dog
images/10299.jpg,0.009499082,0.0,Cat
images/103.jpg,0.0,0.0,Cat
images/1030.jpg,0.0,0.0,Cat
images/10300.jpg,0.9999999,1.0,Dog
images/10301.jpg,0.0,0.0,Cat
images/10302.jpg,0.99991286,1.0,Dog
images/10303.jpg,0.0014671737,0.0,Cat
images/10304.jpg,1.0,1.0,Dog
images/10305.jpg,1.0,1.0,Dog
images/10306.jpg,1.0,1.0,Dog
images/10307.jpg,0.9989906,1.0,Dog
images/10308.jpg,4.4792866e-08,0.0,Cat
images/10309.jpg,0.0,0.0,Cat
images/1031.jpg,0.0112247765,0.0,Cat
images/10310.jpg,0.0957656,0.0,Cat
images/10311.jpg,0.0,0.0,Cat
images/10312.jpg,0.0,0.0,Cat
images/10313.jpg,0.9999987,1.0,Dog
images/10314.jpg,0.0,0.0,Cat
images/10315.jpg,1.0,1.0,Dog
images/10316.jpg,0.99951243,1.0,Dog
images/10317.jpg,1.0,1.0,Dog
images/10318.jpg,0.0,0.0,Cat
images/10319.jpg,0.9258564,1.0,Dog
images/1032.jpg,0.99999917,1.0,Dog
images/10320.jpg,0.99999833,1.0,Dog
images/10321.jpg,1.0,1.0,Dog
images/10322.jpg,0.9999999,1.0,Dog
images/10323.jpg,0.98509824,1.0,Dog
images/10324.jpg,1.0,1.0,Dog
images/10325.jpg,1.7090355e-05,0.0,Cat
images/10326.jpg,0.9999639,1.0,Dog
images/10327.jpg,0.99999785,1.0,Dog
images/10328.jpg,0.0,0.0,Cat
images/10329.jpg,0.99999607,1.0,Dog
images/1033.jpg,0.9942819,1.0,Dog
images/10330.jpg,6.939533e-07,0.0,Cat
images/10331.jpg,0.0,0.0,Cat
images/10332.jpg,1.0,1.0,Dog
images/10333.jpg,0.0026108106,0.0,Cat
images/10334.jpg,2.6483525e-08,0.0,Cat
images/10335.jpg,0.9999994,1.0,Dog
images/10336.jpg,6.303278e-07,0.0,Cat
images/10337.jpg,0.052574094,0.0,Cat
images/10338.jpg,0.19685629,0.0,Cat
images/10339.jpg,1.0,1.0,Dog
images/1034.jpg,0.9999999,1.0,Dog
images/10340.jpg,2.2951988e-06,0.0,Cat
images/10341.jpg,1.5299186e-08,0.0,Cat
images/10342.jpg,1.0,1.0,Dog
images/10343.jpg,0.0,0.0,Cat
images/10344.jpg,0.9992236,1.0,Dog
images/10345.jpg,1.0,1.0,Dog
images/10346.jpg,0.0,0.0,Cat
images/10347.jpg,0.00037527774,0.0,Cat
images/10348.jpg,0.97955656,1.0,Dog
images/10349.jpg,0.9999995,1.0,Dog
images/1035.jpg,0.0,0.0,Cat
images/10350.jpg,0.9999765,1.0,Dog
images/10351.jpg,4.203609e-08,0.0,Cat
images/10352.jpg,0.99999964,1.0,Dog
images/10353.jpg,0.0,0.0,Cat
images/10354.jpg,0.99923635,1.0,Dog
images/10355.jpg,1.0,1.0,Dog
images/10356.jpg,1.8278406e-05,0.0,Cat
images/10357.jpg,0.9999932,1.0,Dog
images/10358.jpg,9.2349694e-08,0.0,Cat
images/10359.jpg,0.999892,1.0,Dog
images/1036.jpg,0.99999976,1.0,Dog
images/10360.jpg,0.0,0.0,Cat
images/10361.jpg,0.0,0.0,Cat
images/10362.jpg,2.0128935e-08,0.0,Cat
images/10363.jpg,6.054339e-08,0.0,Cat
images/10364.jpg,1.0,1.0,Dog
images/10365.jpg,0.0013373405,0.0,Cat
images/10366.jpg,0.99999964,1.0,Dog
images/10367.jpg,0.99999857,1.0,Dog
images/10368.jpg,1.0,1.0,Dog
images/10369.jpg,6.7859175e-05,0.0,Cat
images/1037.jpg,0.9999162,1.0,Dog
images/10370.jpg,0.9911402,1.0,Dog
images/10371.jpg,0.0,0.0,Cat
images/10372.jpg,0.9985549,1.0,Dog
images/10373.jpg,0.0,0.0,Cat
images/10374.jpg,0.99901414,1.0,Dog
images/10375.jpg,4.366461e-05,0.0,Cat
images/10376.jpg,0.0,0.0,Cat
images/10377.jpg,0.0,0.0,Cat
images/10378.jpg,6.978065e-08,0.0,Cat
images/10379.jpg,0.9999999,1.0,Dog
images/1038.jpg,1.0,1.0,Dog
images/10380.jpg,0.99998415,1.0,Dog
images/10381.jpg,6.751521e-06,0.0,Cat
images/10382.jpg,9.896114e-07,0.0,Cat
images/10383.jpg,1.0243587e-06,0.0,Cat
images/10384.jpg,0.9999995,1.0,Dog
images/10385.jpg,1.0,1.0,Dog
images/10386.jpg,0.0027876983,0.0,Cat
images/10387.jpg,0.99999964,1.0,Dog
images/10388.jpg,8.304695e-08,0.0,Cat
images/10389.jpg,0.0,0.0,Cat
images/1039.jpg,0.0,0.0,Cat
images/10390.jpg,1.0,1.0,Dog
images/10391.jpg,0.0014022124,0.0,Cat
images/10392.jpg,3.9673223e-06,0.0,Cat
images/10393.jpg,0.0,0.0,Cat
images/10394.jpg,7.684939e-08,0.0,Cat
images/10395.jpg,1.0,1.0,Dog
images/10396.jpg,0.99997723,1.0,Dog
images/10397.jpg,0.0,0.0,Cat
images/10398.jpg,5.4301292e-08,0.0,Cat
images/10399.jpg,1.0,1.0,Dog
images/104.jpg,3.3164085e-06,0.0,Cat
images/1040.jpg,1.0,1.0,Dog
images/10400.jpg,1.0,1.0,Dog
images/10401.jpg,0.0929088,0.0,Cat
images/10402.jpg,0.0,0.0,Cat
images/10403.jpg,0.9999999,1.0,Dog
images/10404.jpg,4.848185e-06,0.0,Cat
images/10405.jpg,0.0,0.0,Cat
images/10406.jpg,0.9999987,1.0,Dog
images/10407.jpg,0.0,0.0,Cat
images/10408.jpg,0.0060971463,0.0,Cat
images/10409.jpg,0.99999976,1.0,Dog
images/1041.jpg,5.621687e-07,0.0,Cat
images/10410.jpg,0.0,0.0,Cat
images/10411.jpg,0.055512898,0.0,Cat
images/10412.jpg,0.0,0.0,Cat
images/10413.jpg,2.3897869e-08,0.0,Cat
images/10414.jpg,0.99119204,1.0,Dog
images/10415.jpg,0.99980146,1.0,Dog
images/10416.jpg,0.0,0.0,Cat
images/10417.jpg,7.442673e-05,0.0,Cat
images/10418.jpg,0.0,0.0,Cat
images/10419.jpg,1.0,1.0,Dog
images/1042.jpg,0.056160826,0.0,Cat
images/10420.jpg,0.9999999,1.0,Dog
images/10421.jpg,0.99823403,1.0,Dog
images/10422.jpg,0.98049945,1.0,Dog
images/10423.jpg,0.0,0.0,Cat
images/10424.jpg,4.3501566e-07,0.0,Cat
images/10425.jpg,0.99998724,1.0,Dog
images/10426.jpg,0.00015264719,0.0,Cat
images/10427.jpg,1.0,1.0,Dog
images/10428.jpg,0.48153967,0.0,Cat
images/10429.jpg,1.0,1.0,Dog
images/1043.jpg,0.0,0.0,Cat
images/10430.jpg,0.00016133537,0.0,Cat
images/10431.jpg,0.0,0.0,Cat
images/10432.jpg,0.99998176,1.0,Dog
images/10433.jpg,0.9999999,1.0,Dog
images/10434.jpg,1.0,1.0,Dog
images/10435.jpg,0.0,0.0,Cat
images/10436.jpg,1.0,1.0,Dog
images/10437.jpg,5.8007464e-07,0.0,Cat
images/10438.jpg,0.99999976,1.0,Dog
images/10439.jpg,0.00013840209,0.0,Cat
images/1044.jpg,0.9999957,1.0,Dog
images/10440.jpg,0.0,0.0,Cat
images/10441.jpg,1.4926854e-06,0.0,Cat
images/10442.jpg,0.99998915,1.0,Dog
images/10443.jpg,1.0,1.0,Dog
images/10444.jpg,0.9990202,1.0,Dog
images/10445.jpg,1.0,1.0,Dog
images/10446.jpg,0.99998605,1.0,Dog
images/10447.jpg,0.99999404,1.0,Dog
images/10448.jpg,1.0,1.0,Dog
images/10449.jpg,0.9999857,1.0,Dog
images/1045.jpg,0.16863881,0.0,Cat
images/10450.jpg,6.5754455e-07,0.0,Cat
images/10451.jpg,0.0,0.0,Cat
images/10452.jpg,0.16008273,0.0,Cat
images/10453.jpg,0.9999893,1.0,Dog
images/10454.jpg,3.488472e-05,0.0,Cat
images/10455.jpg,0.0003431735,0.0,Cat
images/10456.jpg,0.93721694,1.0,Dog
images/10457.jpg,7.984032e-06,0.0,Cat
images/10458.jpg,1.0,1.0,Dog
images/10459.jpg,0.004786421,0.0,Cat
images/1046.jpg,3.4583131e-06,0.0,Cat
images/10460.jpg,0.0003477303,0.0,Cat
images/10461.jpg,0.0,0.0,Cat
images/10462.jpg,0.99999845,1.0,Dog
images/10463.jpg,8.9950777e-07,0.0,Cat
images/10464.jpg,1.0,1.0,Dog
images/10465.jpg,1.0,1.0,Dog
images/10466.jpg,0.99995744,1.0,Dog
images/10467.jpg,2.5181022e-08,0.0,Cat
images/10468.jpg,9.779239e-08,0.0,Cat
images/10469.jpg,0.0,0.0,Cat
images/1047.jpg,1.0407896e-06,0.0,Cat
images/10470.jpg,0.0,0.0,Cat
images/10471.jpg,0.0,0.0,Cat
images/10472.jpg,0.0,0.0,Cat
images/10473.jpg,0.99999976,1.0,Dog
images/10474.jpg,0.9999331,1.0,Dog
images/10475.jpg,0.0,0.0,Cat
images/10476.jpg,0.99999356,1.0,Dog
images/10477.jpg,1.90207e-05,0.0,Cat
images/10478.jpg,1.0,1.0,Dog
images/10479.jpg,0.999992,1.0,Dog
images/1048.jpg,0.9999999,1.0,Dog
images/10480.jpg,0.0,0.0,Cat
images/10481.jpg,0.0,0.0,Cat
images/10482.jpg,9.786646e-08,0.0,Cat
images/10483.jpg,3.973351e-08,0.0,Cat
images/10484.jpg,0.96756613,1.0,Dog
images/10485.jpg,0.9999813,1.0,Dog
images/10486.jpg,2.2929826e-06,0.0,Cat
images/10487.jpg,0.9999993,1.0,Dog
images/10488.jpg,0.99999964,1.0,Dog
images/10489.jpg,0.0,0.0,Cat
images/1049.jpg,0.0,0.0,Cat
images/10490.jpg,0.9999976,1.0,Dog
images/10491.jpg,0.00023924233,0.0,Cat
images/10492.jpg,1.0,1.0,Dog
images/10493.jpg,0.00011094848,0.0,Cat
images/10494.jpg,1.0,1.0,Dog
images/10495.jpg,0.0,0.0,Cat
images/10496.jpg,1.0,1.0,Dog
images/10497.jpg,0.9999995,1.0,Dog
images/10498.jpg,0.0,0.0,Cat
images/10499.jpg,0.9998765,1.0,Dog
images/105.jpg,0.9999958,1.0,Dog
images/1050.jpg,3.7664776e-07,0.0,Cat
images/10500.jpg,0.9999994,1.0,Dog
images/10501.jpg,0.99999976,1.0,Dog
images/10502.jpg,0.9999999,1.0,Dog
images/10503.jpg,0.0,0.0,Cat
images/10504.jpg,0.9999893,1.0,Dog
images/10505.jpg,0.99993277,1.0,Dog
images/10506.jpg,0.0,0.0,Cat
images/10507.jpg,0.9612019,1.0,Dog
images/10508.jpg,2.3168401e-07,0.0,Cat
images/10509.jpg,0.99999976,1.0,Dog
images/1051.jpg,0.0008684285,0.0,Cat
images/10510.jpg,2.808951e-05,0.0,Cat
images/10511.jpg,0.0,0.0,Cat
images/10512.jpg,0.014887408,0.0,Cat
images/10513.jpg,0.0,0.0,Cat
images/10514.jpg,0.9999995,1.0,Dog
images/10515.jpg,5.479551e-06,0.0,Cat
images/10516.jpg,1.0,1.0,Dog
images/10517.jpg,0.9999999,1.0,Dog
images/10518.jpg,1.0,1.0,Dog
images/10519.jpg,0.0,0.0,Cat
images/1052.jpg,0.9999882,1.0,Dog
images/10520.jpg,0.9999994,1.0,Dog
images/10521.jpg,0.0,0.0,Cat
images/10522.jpg,0.9999795,1.0,Dog
images/10523.jpg,0.99999845,1.0,Dog
images/10524.jpg,1.0,1.0,Dog
images/10525.jpg,0.9766583,1.0,Dog
images/10526.jpg,1.0,1.0,Dog
images/10527.jpg,0.07201537,0.0,Cat
images/10528.jpg,0.0,0.0,Cat
images/10529.jpg,0.0,0.0,Cat
images/1053.jpg,0.9999999,1.0,Dog
images/10530.jpg,2.4286338e-08,0.0,Cat
images/10531.jpg,0.9999658,1.0,Dog
images/10532.jpg,0.0,0.0,Cat
images/10533.jpg,0.0,0.0,Cat
images/10534.jpg,1.0,1.0,Dog
images/10535.jpg,0.000115988005,0.0,Cat
images/10536.jpg,0.00023207333,0.0,Cat
images/10537.jpg,0.99151444,1.0,Dog
images/10538.jpg,0.0036493766,0.0,Cat
images/10539.jpg,0.0,0.0,Cat
images/1054.jpg,1.0,1.0,Dog
images/10540.jpg,1.0,1.0,Dog
images/10541.jpg,0.99996257,1.0,Dog
images/10542.jpg,0.9996462,1.0,Dog
images/10543.jpg,0.0,0.0,Cat
images/10544.jpg,0.0,0.0,Cat
images/10545.jpg,2.0809372e-08,0.0,Cat
images/10546.jpg,0.0,0.0,Cat
images/10547.jpg,0.13108605,0.0,Cat
images/10548.jpg,0.9999995,1.0,Dog
images/10549.jpg,0.0,0.0,Cat
images/1055.jpg,0.98362976,1.0,Dog
images/10550.jpg,0.9999902,1.0,Dog
images/10551.jpg,0.9999672,1.0,Dog
