model-1585470032, 0, 1585470033.343,0.55,0.2368,0.48,0.2537
model-1585470032, 0, 1585470033.365,0.65,0.2258,0.43,0.2874
model-1585470032, 0, 1585470033.386,0.45,0.2927,0.49,0.2728
model-1585470032, 0, 1585470033.407,0.52,0.2549,0.46,0.256
model-1585470032, 0, 1585470033.429,0.5,0.2376,0.53,0.2539
model-1585470032, 0, 1585470033.451,0.6,0.2432,0.48,0.2537
model-1585470032, 0, 1585470033.472,0.6,0.2447,0.52,0.2499
model-1585470032, 0, 1585470033.495,0.53,0.2502,0.48,0.248
model-1585470032, 0, 1585470033.518,0.59,0.2458,0.52,0.2467
model-1585470032, 0, 1585470033.541,0.49,0.2507,0.55,0.2478
model-1585470032, 0, 1585470033.563,0.56,0.248,0.58,0.2453
model-1585470032, 0, 1585470033.584,0.42,0.2576,0.63,0.2398
model-1585470032, 0, 1585470033.605,0.57,0.2472,0.45,0.2538
model-1585470032, 0, 1585470033.626,0.39,0.2587,0.47,0.2518
model-1585470032, 0, 1585470033.648,0.56,0.2464,0.5,0.2479
model-1585470032, 0, 1585470033.67,0.56,0.2464,0.49,0.2493
model-1585470032, 0, 1585470033.691,0.57,0.2467,0.53,0.2495
model-1585470032, 0, 1585470033.711,0.56,0.2471,0.49,0.2514
model-1585470032, 0, 1585470033.732,0.56,0.2471,0.46,0.2508
model-1585470032, 0, 1585470033.754,0.57,0.2476,0.46,0.2502
model-1585470032, 0, 1585470033.775,0.46,0.2518,0.55,0.2474
model-1585470032, 0, 1585470033.796,0.54,0.2466,0.53,0.2488
model-1585470032, 0, 1585470033.817,0.53,0.2486,0.48,0.2496
model-1585470032, 0, 1585470033.838,0.59,0.2461,0.49,0.2508
model-1585470032, 0, 1585470033.86,0.58,0.2473,0.54,0.2506
model-1585470032, 0, 1585470033.883,0.61,0.244,0.56,0.2456
model-1585470032, 0, 1585470033.904,0.42,0.2513,0.52,0.2482
model-1585470032, 0, 1585470033.926,0.54,0.2488,0.56,0.245
model-1585470032, 0, 1585470033.948,0.59,0.2428,0.58,0.2448
model-1585470032, 0, 1585470033.973,0.56,0.2474,0.49,0.2488
model-1585470032, 0, 1585470033.994,0.6,0.2466,0.54,0.2471
model-1585470032, 0, 1585470034.015,0.51,0.2464,0.47,0.2488
model-1585470032, 0, 1585470034.036,0.59,0.2418,0.61,0.2452
model-1585470032, 0, 1585470034.057,0.52,0.2451,0.58,0.245
model-1585470032, 0, 1585470034.079,0.53,0.2434,0.49,0.2487
model-1585470032, 0, 1585470034.102,0.56,0.2403,0.59,0.242
model-1585470032, 0, 1585470034.123,0.6,0.2441,0.53,0.2449
model-1585470032, 0, 1585470034.144,0.5,0.2474,0.51,0.2478
model-1585470032, 0, 1585470034.166,0.6,0.2417,0.56,0.2534
model-1585470032, 0, 1585470034.189,0.55,0.2516,0.56,0.2334
model-1585470032, 0, 1585470034.211,0.52,0.2491,0.58,0.238
model-1585470032, 0, 1585470034.232,0.59,0.2358,0.48,0.2501
model-1585470032, 0, 1585470034.253,0.52,0.2534,0.59,0.2465
model-1585470032, 0, 1585470034.275,0.53,0.2591,0.58,0.2514
model-1585470032, 0, 1585470034.297,0.52,0.2599,0.5,0.2498
model-1585470032, 0, 1585470034.319,0.53,0.2508,0.62,0.2418
model-1585470032, 0, 1585470034.34,0.56,0.2429,0.53,0.2471
model-1585470032, 0, 1585470034.361,0.58,0.2407,0.46,0.252
model-1585470032, 0, 1585470034.382,0.6,0.2354,0.48,0.2546
model-1585470032, 0, 1585470034.405,0.53,0.245,0.51,0.2499
model-1585470032, 0, 1585470034.426,0.58,0.2371,0.54,0.2463
model-1585470032, 0, 1585470034.447,0.55,0.2424,0.64,0.2398
model-1585470032, 0, 1585470034.468,0.52,0.2453,0.56,0.2449
model-1585470032, 0, 1585470034.489,0.53,0.2463,0.6,0.2453
model-1585470032, 0, 1585470034.511,0.45,0.2549,0.57,0.2383
model-1585470032, 0, 1585470034.533,0.52,0.2529,0.47,0.2601
model-1585470032, 0, 1585470034.554,0.43,0.2723,0.59,0.2356
model-1585470032, 0, 1585470034.575,0.51,0.247,0.47,0.2468
model-1585470032, 0, 1585470034.595,0.47,0.242,0.5,0.2428
model-1585470032, 0, 1585470034.617,0.57,0.2428,0.52,0.246
model-1585470032, 0, 1585470034.638,0.58,0.246,0.55,0.2439
model-1585470032, 0, 1585470034.659,0.47,0.2528,0.49,0.2477
model-1585470032, 0, 1585470034.68,0.52,0.2493,0.56,0.2457
model-1585470032, 0, 1585470034.701,0.57,0.2457,0.47,0.2502
model-1585470032, 0, 1585470034.724,0.64,0.2454,0.53,0.25
model-1585470032, 0, 1585470034.745,0.49,0.2517,0.56,0.2464
model-1585470032, 0, 1585470034.766,0.54,0.2485,0.49,0.248
model-1585470032, 0, 1585470034.792,0.5,0.2491,0.49,0.253
model-1585470032, 0, 1585470034.812,0.51,0.2509,0.5,0.2491
model-1585470032, 0, 1585470034.834,0.52,0.2482,0.53,0.2491
model-1585470032, 0, 1585470034.857,0.54,0.2493,0.62,0.2423
model-1585470032, 0, 1585470034.879,0.48,0.251,0.54,0.2498
model-1585470032, 0, 1585470034.902,0.52,0.2475,0.47,0.2514
model-1585470032, 0, 1585470034.926,0.61,0.2439,0.54,0.2503
model-1585470032, 0, 1585470034.95,0.56,0.2499,0.49,0.251
model-1585470032, 0, 1585470034.972,0.52,0.2443,0.5,0.2523
model-1585470032, 0, 1585470034.993,0.5,0.2518,0.53,0.2504
model-1585470032, 0, 1585470035.014,0.51,0.2486,0.53,0.247
model-1585470032, 0, 1585470035.035,0.56,0.2446,0.55,0.2451
model-1585470032, 0, 1585470035.057,0.53,0.2471,0.52,0.2502
model-1585470032, 0, 1585470035.079,0.55,0.2465,0.52,0.2481
model-1585470032, 0, 1585470035.1,0.54,0.247,0.57,0.2488
model-1585470032, 0, 1585470035.12,0.55,0.2482,0.5,0.2493
model-1585470032, 0, 1585470035.141,0.48,0.2503,0.49,0.2512
model-1585470032, 0, 1585470035.163,0.57,0.25,0.52,0.2481
model-1585470032, 0, 1585470035.196,0.48,0.2496,0.58,0.2457
model-1585470032, 0, 1585470035.218,0.53,0.2476,0.52,0.2488
model-1585470032, 0, 1585470035.239,0.61,0.2447,0.5,0.2466
model-1585470032, 0, 1585470035.261,0.52,0.2427,0.48,0.2458
model-1585470032, 0, 1585470035.282,0.52,0.2499,0.6,0.239
model-1585470032, 0, 1585470035.305,0.46,0.2525,0.47,0.2513
model-1585470032, 0, 1585470035.326,0.5,0.2543,0.53,0.2506
model-1585470032, 0, 1585470035.347,0.63,0.2395,0.58,0.2422
model-1585470032, 0, 1585470035.368,0.56,0.2457,0.61,0.2459
model-1585470032, 0, 1585470035.39,0.54,0.2467,0.51,0.2523
model-1585470032, 0, 1585470035.411,0.56,0.2385,0.52,0.2518
model-1585470032, 0, 1585470035.432,0.6,0.2393,0.57,0.2478
model-1585470032, 0, 1585470035.453,0.61,0.2367,0.49,0.2495
model-1585470032, 0, 1585470035.473,0.57,0.2403,0.47,0.2482
model-1585470032, 0, 1585470035.495,0.61,0.2403,0.6,0.2451
model-1585470032, 0, 1585470035.516,0.48,0.2566,0.45,0.2452
model-1585470032, 0, 1585470035.537,0.61,0.2365,0.54,0.2539
model-1585470032, 0, 1585470035.558,0.54,0.2439,0.45,0.2628
model-1585470032, 0, 1585470035.578,0.53,0.2434,0.52,0.2419
model-1585470032, 0, 1585470035.599,0.56,0.2465,0.46,0.2629
model-1585470032, 0, 1585470035.621,0.46,0.259,0.52,0.2527
model-1585470032, 0, 1585470035.642,0.53,0.2364,0.54,0.2477
model-1585470032, 0, 1585470035.662,0.56,0.2351,0.51,0.2442
model-1585470032, 0, 1585470035.683,0.63,0.2376,0.48,0.2524
model-1585470032, 0, 1585470035.709,0.51,0.2403,0.55,0.2426
model-1585470032, 0, 1585470035.738,0.56,0.2504,0.49,0.2498
model-1585470032, 0, 1585470035.76,0.6,0.2411,0.49,0.2445
model-1585470032, 0, 1585470035.781,0.56,0.2442,0.63,0.2346
model-1585470032, 0, 1585470035.802,0.49,0.2469,0.55,0.2419
model-1585470032, 0, 1585470035.824,0.58,0.2518,0.59,0.2531
model-1585470032, 0, 1585470035.847,0.56,0.2403,0.51,0.2509
model-1585470032, 0, 1585470035.868,0.56,0.2483,0.57,0.2409
model-1585470032, 0, 1585470035.889,0.48,0.2507,0.56,0.2456
model-1585470032, 0, 1585470035.91,0.59,0.2422,0.54,0.2403
model-1585470032, 0, 1585470035.931,0.53,0.2485,0.49,0.2514
model-1585470032, 0, 1585470035.954,0.53,0.2473,0.55,0.2379
model-1585470032, 0, 1585470035.974,0.53,0.2431,0.56,0.2393
model-1585470032, 0, 1585470035.995,0.51,0.2487,0.54,0.2381
model-1585470032, 0, 1585470036.015,0.58,0.2335,0.59,0.2409
model-1585470032, 0, 1585470036.038,0.53,0.2428,0.49,0.2535
model-1585470032, 0, 1585470036.06,0.6,0.2391,0.59,0.248
model-1585470032, 0, 1585470036.081,0.54,0.2392,0.49,0.2553
model-1585470032, 0, 1585470036.102,0.55,0.2531,0.56,0.2569
model-1585470032, 0, 1585470036.124,0.42,0.2467,0.53,0.2469
model-1585470032, 0, 1585470036.146,0.61,0.2315,0.62,0.2408
model-1585470032, 0, 1585470036.17,0.48,0.2511,0.58,0.2486
model-1585470032, 0, 1585470036.192,0.62,0.2354,0.59,0.2461
model-1585470032, 0, 1585470036.213,0.56,0.2468,0.48,0.2477
model-1585470032, 0, 1585470036.235,0.54,0.2433,0.55,0.2496
model-1585470032, 0, 1585470036.258,0.61,0.2335,0.56,0.2441
model-1585470032, 0, 1585470036.282,0.55,0.2413,0.63,0.2539
model-1585470032, 0, 1585470036.303,0.45,0.2538,0.43,0.2574
model-1585470032, 0, 1585470036.325,0.59,0.237,0.43,0.2567
model-1585470032, 0, 1585470036.346,0.62,0.2417,0.54,0.2476
model-1585470032, 0, 1585470036.37,0.53,0.2466,0.46,0.2564
model-1585470032, 0, 1585470036.393,0.48,0.246,0.51,0.2525
model-1585470032, 0, 1585470036.414,0.53,0.2438,0.5,0.2536
model-1585470032, 0, 1585470036.436,0.56,0.2449,0.48,0.2508
model-1585470032, 0, 1585470036.458,0.58,0.2377,0.5,0.2599
model-1585470032, 0, 1585470036.48,0.55,0.2416,0.59,0.2492
model-1585470032, 0, 1585470036.502,0.57,0.2377,0.54,0.2412
model-1585470032, 0, 1585470036.523,0.6,0.241,0.57,0.2433
model-1585470032, 0, 1585470036.545,0.49,0.2468,0.51,0.2467
model-1585470032, 0, 1585470036.566,0.47,0.252,0.55,0.2546
model-1585470032, 0, 1585470036.589,0.48,0.2581,0.57,0.2313
model-1585470032, 0, 1585470036.611,0.56,0.2499,0.48,0.2547
model-1585470032, 0, 1585470036.632,0.58,0.2324,0.49,0.2464
model-1585470032, 0, 1585470036.653,0.55,0.2401,0.51,0.2583
model-1585470032, 0, 1585470036.674,0.52,0.2442,0.57,0.2431
model-1585470032, 0, 1585470036.696,0.56,0.246,0.53,0.2395
model-1585470032, 0, 1585470036.718,0.56,0.2475,0.54,0.2372
model-1585470032, 0, 1585470036.739,0.61,0.2378,0.57,0.2403
model-1585470032, 0, 1585470036.76,0.52,0.2412,0.49,0.2487
model-1585470032, 0, 1585470036.781,0.52,0.2586,0.47,0.2531
model-1585470032, 0, 1585470036.804,0.55,0.2345,0.55,0.2393
model-1585470032, 0, 1585470036.825,0.53,0.2411,0.47,0.2558
model-1585470032, 0, 1585470036.846,0.51,0.2518,0.53,0.2456
model-1585470032, 0, 1585470036.867,0.62,0.2319,0.53,0.2409
model-1585470032, 0, 1585470036.887,0.57,0.2442,0.54,0.2514
model-1585470032, 0, 1585470036.909,0.52,0.2473,0.56,0.2462
model-1585470032, 0, 1585470036.933,0.47,0.2521,0.47,0.2464
model-1585470032, 0, 1585470036.963,0.6,0.2449,0.56,0.2412
model-1585470032, 0, 1585470036.983,0.61,0.2381,0.47,0.2546
model-1585470032, 0, 1585470037.004,0.55,0.2509,0.48,0.2517
model-1585470032, 0, 1585470037.027,0.5,0.2489,0.51,0.2491
model-1585470032, 0, 1585470037.051,0.62,0.235,0.53,0.2507
model-1585470032, 0, 1585470037.074,0.53,0.2477,0.57,0.243
model-1585470032, 0, 1585470037.095,0.54,0.2476,0.55,0.239
model-1585470032, 0, 1585470037.116,0.66,0.2389,0.57,0.2448
model-1585470032, 0, 1585470037.138,0.68,0.2311,0.52,0.2582
model-1585470032, 0, 1585470037.16,0.49,0.254,0.52,0.2434
model-1585470032, 0, 1585470037.181,0.57,0.24,0.46,0.26
model-1585470032, 0, 1585470037.202,0.53,0.2522,0.49,0.2404
model-1585470032, 0, 1585470037.223,0.61,0.2478,0.58,0.2417
model-1585470032, 0, 1585470037.245,0.55,0.2518,0.48,0.2485
model-1585470032, 0, 1585470037.267,0.51,0.2554,0.54,0.2463
model-1585470032, 0, 1585470037.288,0.52,0.2517,0.54,0.2409
model-1585470032, 0, 1585470037.309,0.64,0.2335,0.52,0.2588
model-1585470032, 0, 1585470037.33,0.56,0.243,0.58,0.2492
model-1585470032, 0, 1585470037.352,0.61,0.2419,0.56,0.2519
model-1585470032, 0, 1585470037.374,0.63,0.2371,0.62,0.2477
model-1585470032, 0, 1585470037.395,0.55,0.2482,0.56,0.2477
model-1585470032, 0, 1585470037.41,0.48,0.2444,0.55,0.2451
model-1585470032, 1, 1585470037.434,0.6,0.2401,0.62,0.2497
model-1585470032, 1, 1585470037.457,0.58,0.2442,0.61,0.2374
model-1585470032, 1, 1585470037.48,0.52,0.2491,0.55,0.2404
model-1585470032, 1, 1585470037.51,0.57,0.2332,0.6,0.2448
model-1585470032, 1, 1585470037.532,0.52,0.2584,0.52,0.2518
model-1585470032, 1, 1585470037.555,0.54,0.2457,0.57,0.2444
model-1585470032, 1, 1585470037.576,0.51,0.2527,0.56,0.2472
model-1585470032, 1, 1585470037.597,0.59,0.2346,0.51,0.2578
model-1585470032, 1, 1585470037.617,0.62,0.2329,0.56,0.2363
model-1585470032, 1, 1585470037.639,0.52,0.2521,0.51,0.2632
model-1585470032, 1, 1585470037.66,0.58,0.2382,0.59,0.2445
model-1585470032, 1, 1585470037.682,0.64,0.236,0.52,0.2442
model-1585470032, 1, 1585470037.703,0.55,0.2496,0.58,0.2324
model-1585470032, 1, 1585470037.724,0.61,0.235,0.54,0.2472
model-1585470032, 1, 1585470037.745,0.62,0.2391,0.49,0.2453
model-1585470032, 1, 1585470037.767,0.62,0.2341,0.54,0.243
model-1585470032, 1, 1585470037.79,0.62,0.2313,0.53,0.2515
model-1585470032, 1, 1585470037.81,0.51,0.2494,0.62,0.2402
model-1585470032, 1, 1585470037.831,0.56,0.2429,0.53,0.2509
model-1585470032, 1, 1585470037.852,0.57,0.2474,0.61,0.2434
model-1585470032, 1, 1585470037.874,0.51,0.2513,0.6,0.2424
model-1585470032, 1, 1585470037.896,0.58,0.2459,0.59,0.2402
model-1585470032, 1, 1585470037.917,0.61,0.2364,0.6,0.2248
model-1585470032, 1, 1585470037.938,0.56,0.2453,0.57,0.2483
model-1585470032, 1, 1585470037.959,0.53,0.2359,0.58,0.2424
model-1585470032, 1, 1585470037.981,0.51,0.2503,0.54,0.2412
model-1585470032, 1, 1585470038.003,0.52,0.2515,0.6,0.2403
model-1585470032, 1, 1585470038.024,0.63,0.2327,0.61,0.2378
model-1585470032, 1, 1585470038.045,0.66,0.2328,0.62,0.2446
model-1585470032, 1, 1585470038.065,0.69,0.2306,0.63,0.2339
model-1585470032, 1, 1585470038.087,0.62,0.2332,0.5,0.2517
model-1585470032, 1, 1585470038.108,0.47,0.2572,0.54,0.2423
model-1585470032, 1, 1585470038.129,0.52,0.2496,0.5,0.2558
model-1585470032, 1, 1585470038.152,0.56,0.2391,0.69,0.2158
model-1585470032, 1, 1585470038.172,0.59,0.2408,0.62,0.2297
model-1585470032, 1, 1585470038.194,0.59,0.2401,0.62,0.2318
model-1585470032, 1, 1585470038.217,0.62,0.2373,0.55,0.2433
model-1585470032, 1, 1585470038.237,0.65,0.2231,0.52,0.2499
model-1585470032, 1, 1585470038.258,0.67,0.224,0.58,0.2413
model-1585470032, 1, 1585470038.28,0.55,0.2598,0.59,0.2547
model-1585470032, 1, 1585470038.303,0.57,0.2384,0.61,0.246
model-1585470032, 1, 1585470038.324,0.59,0.2357,0.51,0.2497
model-1585470032, 1, 1585470038.345,0.65,0.2312,0.6,0.2339
model-1585470032, 1, 1585470038.366,0.56,0.2439,0.59,0.2423
model-1585470032, 1, 1585470038.387,0.57,0.2482,0.63,0.2391
model-1585470032, 1, 1585470038.41,0.65,0.2261,0.58,0.2448
model-1585470032, 1, 1585470038.434,0.54,0.2475,0.61,0.2512
model-1585470032, 1, 1585470038.459,0.54,0.2546,0.56,0.2364
model-1585470032, 1, 1585470038.482,0.46,0.2598,0.54,0.2417
model-1585470032, 1, 1585470038.507,0.57,0.2481,0.54,0.2437
model-1585470032, 1, 1585470038.531,0.62,0.2368,0.61,0.2403
model-1585470032, 1, 1585470038.554,0.63,0.2349,0.52,0.2524
model-1585470032, 1, 1585470038.577,0.63,0.2373,0.55,0.2362
model-1585470032, 1, 1585470038.6,0.56,0.2464,0.57,0.2472
model-1585470032, 1, 1585470038.622,0.64,0.2419,0.5,0.2477
model-1585470032, 1, 1585470038.645,0.57,0.2374,0.51,0.2502
model-1585470032, 1, 1585470038.668,0.54,0.243,0.69,0.2354
model-1585470032, 1, 1585470038.691,0.52,0.248,0.57,0.2397
model-1585470032, 1, 1585470038.713,0.67,0.2345,0.61,0.2373
model-1585470032, 1, 1585470038.735,0.63,0.2374,0.58,0.2386
model-1585470032, 1, 1585470038.758,0.69,0.2287,0.56,0.2435
model-1585470032, 1, 1585470038.779,0.55,0.24,0.52,0.2434
model-1585470032, 1, 1585470038.8,0.68,0.2211,0.63,0.2362
model-1585470032, 1, 1585470038.821,0.59,0.2364,0.57,0.2269
model-1585470032, 1, 1585470038.842,0.65,0.2253,0.66,0.2175
model-1585470032, 1, 1585470038.865,0.68,0.2168,0.6,0.2426
model-1585470032, 1, 1585470038.887,0.54,0.2383,0.57,0.2367
model-1585470032, 1, 1585470038.908,0.68,0.2193,0.68,0.2053
model-1585470032, 1, 1585470038.928,0.61,0.2224,0.6,0.2398
model-1585470032, 1, 1585470038.949,0.62,0.2221,0.56,0.2405
model-1585470032, 1, 1585470038.971,0.57,0.2338,0.65,0.2171
model-1585470032, 1, 1585470038.993,0.7,0.2024,0.56,0.2682
model-1585470032, 1, 1585470039.014,0.67,0.2142,0.49,0.2649
model-1585470032, 1, 1585470039.034,0.61,0.2313,0.61,0.2598
model-1585470032, 1, 1585470039.055,0.64,0.2263,0.58,0.2633
model-1585470032, 1, 1585470039.078,0.61,0.2299,0.55,0.2572
model-1585470032, 1, 1585470039.104,0.6,0.2433,0.68,0.2084
model-1585470032, 1, 1585470039.125,0.58,0.2629,0.59,0.2389
model-1585470032, 1, 1585470039.147,0.6,0.2327,0.67,0.2281
model-1585470032, 1, 1585470039.168,0.64,0.2284,0.52,0.2505
model-1585470032, 1, 1585470039.192,0.45,0.2828,0.54,0.2482
model-1585470032, 1, 1585470039.215,0.53,0.2608,0.51,0.256
model-1585470032, 1, 1585470039.238,0.63,0.2304,0.53,0.2546
model-1585470032, 1, 1585470039.26,0.64,0.2304,0.64,0.2327
model-1585470032, 1, 1585470039.282,0.62,0.2359,0.65,0.2303
model-1585470032, 1, 1585470039.304,0.56,0.2325,0.65,0.2251
model-1585470032, 1, 1585470039.326,0.6,0.2373,0.69,0.2264
model-1585470032, 1, 1585470039.347,0.66,0.229,0.58,0.2424
model-1585470032, 1, 1585470039.368,0.6,0.236,0.66,0.2239
model-1585470032, 1, 1585470039.39,0.53,0.2533,0.61,0.2339
model-1585470032, 1, 1585470039.412,0.49,0.2649,0.57,0.2426
model-1585470032, 1, 1585470039.435,0.57,0.2413,0.7,0.2265
model-1585470032, 1, 1585470039.456,0.59,0.2372,0.71,0.237
model-1585470032, 1, 1585470039.478,0.51,0.2536,0.58,0.2416
model-1585470032, 1, 1585470039.499,0.73,0.2247,0.69,0.2366
model-1585470032, 1, 1585470039.522,0.61,0.2333,0.56,0.2373
model-1585470032, 1, 1585470039.544,0.6,0.231,0.61,0.2419
model-1585470032, 1, 1585470039.566,0.58,0.2382,0.6,0.2409
model-1585470032, 1, 1585470039.588,0.55,0.2502,0.62,0.2361
model-1585470032, 1, 1585470039.611,0.59,0.2445,0.65,0.2277
model-1585470032, 1, 1585470039.639,0.6,0.2307,0.69,0.2301
model-1585470032, 1, 1585470039.661,0.71,0.2355,0.64,0.2283
model-1585470032, 1, 1585470039.682,0.62,0.243,0.61,0.2433
model-1585470032, 1, 1585470039.704,0.61,0.2269,0.62,0.2391
model-1585470032, 1, 1585470039.725,0.6,0.2371,0.65,0.2289
model-1585470032, 1, 1585470039.749,0.62,0.2369,0.6,0.2347
model-1585470032, 1, 1585470039.772,0.56,0.2447,0.58,0.236
model-1585470032, 1, 1585470039.793,0.6,0.2325,0.65,0.2245
model-1585470032, 1, 1585470039.815,0.63,0.2289,0.73,0.2063
model-1585470032, 1, 1585470039.836,0.64,0.2257,0.64,0.2233
model-1585470032, 1, 1585470039.859,0.66,0.2242,0.62,0.236
model-1585470032, 1, 1585470039.881,0.65,0.2247,0.72,0.2174
model-1585470032, 1, 1585470039.902,0.71,0.213,0.63,0.2206
model-1585470032, 1, 1585470039.923,0.55,0.2374,0.63,0.2177
model-1585470032, 1, 1585470039.945,0.67,0.2146,0.61,0.232
model-1585470032, 1, 1585470039.967,0.64,0.2255,0.64,0.2207
model-1585470032, 1, 1585470039.99,0.61,0.2305,0.63,0.2317
model-1585470032, 1, 1585470040.011,0.66,0.2115,0.62,0.232
model-1585470032, 1, 1585470040.033,0.64,0.2278,0.61,0.2235
model-1585470032, 1, 1585470040.056,0.58,0.2456,0.68,0.2133
model-1585470032, 1, 1585470040.085,0.65,0.2114,0.56,0.2543
model-1585470032, 1, 1585470040.129,0.61,0.237,0.61,0.2286
model-1585470032, 1, 1585470040.171,0.6,0.2252,0.61,0.2524
model-1585470032, 1, 1585470040.208,0.66,0.2157,0.65,0.2197
model-1585470032, 1, 1585470040.244,0.69,0.2124,0.72,0.1921
model-1585470032, 1, 1585470040.283,0.68,0.2008,0.64,0.2267
model-1585470032, 1, 1585470040.325,0.61,0.2381,0.59,0.2344
model-1585470032, 1, 1585470040.363,0.57,0.2371,0.64,0.2108
model-1585470032, 1, 1585470040.405,0.61,0.2366,0.63,0.2322
model-1585470032, 1, 1585470040.429,0.63,0.2325,0.67,0.2311
model-1585470032, 1, 1585470040.452,0.68,0.2157,0.57,0.2457
model-1585470032, 1, 1585470040.473,0.6,0.233,0.59,0.2409
model-1585470032, 1, 1585470040.494,0.6,0.2338,0.56,0.2389
model-1585470032, 1, 1585470040.516,0.71,0.2154,0.71,0.2125
model-1585470032, 1, 1585470040.541,0.68,0.2204,0.56,0.236
model-1585470032, 1, 1585470040.563,0.65,0.2222,0.7,0.2058
model-1585470032, 1, 1585470040.584,0.75,0.2018,0.62,0.2205
model-1585470032, 1, 1585470040.605,0.69,0.2226,0.65,0.2216
model-1585470032, 1, 1585470040.626,0.64,0.2231,0.66,0.2112
model-1585470032, 1, 1585470040.649,0.6,0.2369,0.55,0.2475
model-1585470032, 1, 1585470040.672,0.6,0.2321,0.62,0.2419
model-1585470032, 1, 1585470040.693,0.64,0.2159,0.57,0.2316
model-1585470032, 1, 1585470040.714,0.6,0.2501,0.55,0.2402
model-1585470032, 1, 1585470040.741,0.63,0.2209,0.63,0.2405
model-1585470032, 1, 1585470040.766,0.67,0.2117,0.53,0.2516
model-1585470032, 1, 1585470040.789,0.66,0.2151,0.57,0.2301
model-1585470032, 1, 1585470040.809,0.65,0.2202,0.61,0.2479
model-1585470032, 1, 1585470040.83,0.58,0.2592,0.55,0.2476
model-1585470032, 1, 1585470040.851,0.66,0.2043,0.61,0.2271
model-1585470032, 1, 1585470040.873,0.59,0.2273,0.57,0.2334
model-1585470032, 1, 1585470040.894,0.65,0.2196,0.71,0.2148
model-1585470032, 1, 1585470040.915,0.59,0.2393,0.64,0.2205
model-1585470032, 1, 1585470040.936,0.65,0.2124,0.59,0.2362
model-1585470032, 1, 1585470040.957,0.59,0.2303,0.62,0.2231
model-1585470032, 1, 1585470040.978,0.63,0.2328,0.64,0.225
model-1585470032, 1, 1585470040.999,0.66,0.2126,0.61,0.2342
model-1585470032, 1, 1585470041.02,0.56,0.2363,0.61,0.2431
model-1585470032, 1, 1585470041.04,0.67,0.2084,0.53,0.2465
model-1585470032, 1, 1585470041.061,0.7,0.2127,0.63,0.2221
model-1585470032, 1, 1585470041.082,0.71,0.2086,0.59,0.2334
model-1585470032, 1, 1585470041.105,0.69,0.2153,0.69,0.2065
model-1585470032, 1, 1585470041.125,0.65,0.2222,0.57,0.2284
model-1585470032, 1, 1585470041.146,0.73,0.1955,0.64,0.2209
model-1585470032, 1, 1585470041.166,0.65,0.2056,0.61,0.2396
model-1585470032, 1, 1585470041.189,0.75,0.1837,0.6,0.2362
