model-1585468409,1585468414.661,0.61,0.2493,0.69,0.2054
model-1585468409,1585468414.684,0.66,0.2259,0.67,0.216
model-1585468409,1585468414.706,0.61,0.2349,0.7,0.2107
model-1585468409,1585468414.727,0.7,0.2098,0.62,0.2106
model-1585468409,1585468414.747,0.67,0.2217,0.68,0.2175
model-1585468409,1585468414.768,0.64,0.2299,0.69,0.203
model-1585468409,1585468414.789,0.65,0.2176,0.69,0.1977
model-1585468409,1585468414.811,0.66,0.2102,0.66,0.2058
model-1585468409,1585468414.832,0.61,0.2269,0.61,0.2306
model-1585468409,1585468414.853,0.68,0.2009,0.7,0.2141
model-1585468409,1585468414.873,0.65,0.2356,0.59,0.2437
model-1585468409,1585468414.896,0.69,0.2075,0.69,0.2209
model-1585468409,1585468414.917,0.67,0.2161,0.65,0.2371
model-1585468409,1585468414.939,0.61,0.238,0.59,0.2403
model-1585468409,1585468414.961,0.64,0.198,0.59,0.2456
model-1585468409,1585468414.981,0.67,0.1897,0.69,0.2194
model-1585468409,1585468415.003,0.55,0.2816,0.6,0.2523
model-1585468409,1585468415.025,0.58,0.2356,0.58,0.2333
model-1585468409,1585468415.046,0.68,0.2001,0.59,0.2399
model-1585468409,1585468415.067,0.69,0.2081,0.55,0.2466
model-1585468409,1585468415.088,0.65,0.2172,0.65,0.2171
model-1585468409,1585468415.11,0.6,0.2272,0.63,0.2211
model-1585468409,1585468415.132,0.61,0.2075,0.7,0.2128
model-1585468409,1585468415.153,0.67,0.2106,0.64,0.222
model-1585468409,1585468415.174,0.7,0.1978,0.63,0.2171
model-1585468409,1585468415.194,0.73,0.1919,0.53,0.243
model-1585468409,1585468415.216,0.63,0.2073,0.62,0.237
model-1585468409,1585468415.239,0.55,0.269,0.61,0.2283
model-1585468409,1585468415.259,0.65,0.241,0.59,0.2331
model-1585468409,1585468415.28,0.76,0.1952,0.64,0.2188
model-1585468409,1585468415.301,0.68,0.2008,0.57,0.2553
model-1585468409,1585468415.322,0.61,0.2476,0.64,0.232
model-1585468409,1585468415.347,0.67,0.2221,0.74,0.2017
model-1585468409,1585468415.37,0.71,0.2043,0.58,0.2408
model-1585468409,1585468415.392,0.56,0.2618,0.72,0.1954
model-1585468409,1585468415.414,0.53,0.2547,0.56,0.2346
model-1585468409,1585468415.439,0.65,0.214,0.6,0.2318
model-1585468409,1585468415.463,0.72,0.2092,0.69,0.2182
model-1585468409,1585468415.489,0.64,0.218,0.62,0.236
model-1585468409,1585468415.513,0.54,0.2429,0.65,0.2118
model-1585468409,1585468415.534,0.61,0.2289,0.62,0.2416
model-1585468409,1585468415.557,0.71,0.1987,0.65,0.2326
model-1585468409,1585468415.581,0.69,0.216,0.55,0.2531
model-1585468409,1585468415.602,0.61,0.2364,0.57,0.236
model-1585468409,1585468415.624,0.57,0.2438,0.59,0.2427
model-1585468409,1585468415.646,0.59,0.2391,0.66,0.2256
model-1585468409,1585468415.67,0.72,0.2066,0.61,0.2251
model-1585468409,1585468415.693,0.63,0.2228,0.64,0.2215
model-1585468409,1585468415.716,0.61,0.2343,0.66,0.2206
model-1585468409,1585468415.737,0.61,0.2376,0.6,0.2281
model-1585468409,1585468415.759,0.64,0.2253,0.64,0.2187
model-1585468409,1585468415.783,0.64,0.2185,0.67,0.2217
model-1585468409,1585468415.805,0.7,0.2171,0.68,0.2217
model-1585468409,1585468415.827,0.63,0.2142,0.62,0.2338
model-1585468409,1585468415.849,0.69,0.2102,0.61,0.2242
model-1585468409,1585468415.871,0.66,0.2218,0.64,0.2258
model-1585468409,1585468415.896,0.69,0.2175,0.61,0.2286
model-1585468409,1585468415.917,0.64,0.2191,0.68,0.2238
model-1585468409,1585468415.939,0.71,0.1964,0.7,0.2177
model-1585468409,1585468415.96,0.62,0.2351,0.67,0.208
model-1585468409,1585468415.982,0.71,0.192,0.65,0.2229
model-1585468409,1585468416.006,0.68,0.2015,0.67,0.2196
model-1585468409,1585468416.03,0.6,0.224,0.72,0.1865
model-1585468409,1585468416.053,0.7,0.1994,0.71,0.1904
model-1585468409,1585468416.074,0.73,0.192,0.67,0.2189
model-1585468409,1585468416.098,0.7,0.1913,0.72,0.2071
model-1585468409,1585468416.12,0.71,0.196,0.63,0.2197
model-1585468409,1585468416.144,0.79,0.1741,0.67,0.2205
model-1585468409,1585468416.166,0.71,0.1944,0.68,0.1936
model-1585468409,1585468416.206,0.71,0.1974,0.73,0.1858
model-1585468409,1585468416.242,0.67,0.2024,0.67,0.2257
model-1585468409,1585468416.286,0.71,0.2056,0.68,0.217
model-1585468409,1585468416.33,0.68,0.2074,0.71,0.2018
model-1585468409,1585468416.353,0.59,0.2603,0.66,0.2177
model-1585468409,1585468416.374,0.63,0.2071,0.68,0.2244
model-1585468409,1585468416.395,0.72,0.1916,0.64,0.2154
model-1585468409,1585468416.417,0.56,0.2424,0.62,0.1877
model-1585468409,1585468416.439,0.67,0.2096,0.64,0.2079
model-1585468409,1585468416.461,0.72,0.1949,0.57,0.2495
model-1585468409,1585468416.483,0.74,0.1822,0.64,0.225
model-1585468409,1585468416.507,0.81,0.1744,0.72,0.1982
model-1585468409,1585468416.533,0.74,0.2046,0.65,0.215
model-1585468409,1585468416.557,0.69,0.2003,0.65,0.2265
model-1585468409,1585468416.58,0.7,0.1937,0.72,0.1873
model-1585468409,1585468416.602,0.75,0.1714,0.64,0.2166
model-1585468409,1585468416.624,0.66,0.213,0.69,0.2106
model-1585468409,1585468416.648,0.68,0.2251,0.61,0.2343
model-1585468409,1585468416.671,0.77,0.1893,0.65,0.202
model-1585468409,1585468416.693,0.7,0.1888,0.63,0.2145
model-1585468409,1585468416.715,0.56,0.2569,0.69,0.2126
model-1585468409,1585468416.736,0.7,0.1932,0.67,0.2127
model-1585468409,1585468416.759,0.6,0.2295,0.58,0.2285
model-1585468409,1585468416.781,0.66,0.2205,0.6,0.2179
model-1585468409,1585468416.803,0.72,0.1938,0.7,0.1963
model-1585468409,1585468416.824,0.59,0.2212,0.65,0.2135
model-1585468409,1585468416.845,0.65,0.2121,0.7,0.1971
model-1585468409,1585468416.867,0.63,0.1997,0.55,0.2347
model-1585468409,1585468416.889,0.57,0.2476,0.67,0.1965
model-1585468409,1585468416.912,0.66,0.2224,0.65,0.2066
model-1585468409,1585468416.936,0.76,0.1822,0.62,0.2365
model-1585468409,1585468416.961,0.73,0.1978,0.62,0.221
model-1585468409,1585468416.986,0.7,0.194,0.65,0.2129
model-1585468409,1585468417.008,0.63,0.2204,0.67,0.2001
model-1585468409,1585468417.029,0.62,0.2225,0.72,0.1869
model-1585468409,1585468417.051,0.66,0.1944,0.72,0.1984
model-1585468409,1585468417.072,0.62,0.2388,0.67,0.2132
model-1585468409,1585468417.094,0.62,0.2409,0.7,0.2054
model-1585468409,1585468417.116,0.72,0.2075,0.72,0.1962
model-1585468409,1585468417.137,0.72,0.1745,0.65,0.2143
model-1585468409,1585468417.158,0.62,0.2214,0.67,0.2098
model-1585468409,1585468417.179,0.71,0.1864,0.68,0.2051
model-1585468409,1585468417.201,0.73,0.1996,0.61,0.2262
model-1585468409,1585468417.223,0.71,0.1895,0.61,0.2159
model-1585468409,1585468417.244,0.66,0.2008,0.67,0.2028
model-1585468409,1585468417.265,0.68,0.1948,0.57,0.238
model-1585468409,1585468417.286,0.69,0.2059,0.66,0.2087
model-1585468409,1585468417.308,0.7,0.1946,0.66,0.2204
model-1585468409,1585468417.33,0.68,0.2203,0.69,0.2035
model-1585468409,1585468417.351,0.77,0.1714,0.73,0.1786
model-1585468409,1585468417.371,0.77,0.1641,0.67,0.1995
model-1585468409,1585468417.392,0.76,0.1697,0.73,0.1954
model-1585468409,1585468417.416,0.72,0.1786,0.69,0.2217
model-1585468409,1585468417.437,0.7,0.1902,0.77,0.1764
model-1585468409,1585468417.457,0.62,0.2201,0.65,0.2175
model-1585468409,1585468417.478,0.65,0.2201,0.73,0.1921
model-1585468409,1585468417.499,0.64,0.2232,0.6,0.2507
model-1585468409,1585468417.524,0.75,0.1751,0.72,0.2004
model-1585468409,1585468417.549,0.66,0.2187,0.66,0.2095
model-1585468409,1585468417.572,0.65,0.2066,0.65,0.2244
model-1585468409,1585468417.594,0.63,0.213,0.79,0.1635
model-1585468409,1585468417.616,0.64,0.2211,0.66,0.2051
model-1585468409,1585468417.638,0.74,0.175,0.67,0.1987
model-1585468409,1585468417.661,0.76,0.18,0.71,0.1968
model-1585468409,1585468417.683,0.64,0.2181,0.75,0.1713
model-1585468409,1585468417.704,0.68,0.2044,0.63,0.2252
model-1585468409,1585468417.726,0.69,0.2122,0.68,0.2006
model-1585468409,1585468417.748,0.68,0.2105,0.64,0.2075
model-1585468409,1585468417.77,0.75,0.185,0.64,0.1951
model-1585468409,1585468417.791,0.69,0.2138,0.68,0.2023
model-1585468409,1585468417.813,0.67,0.2017,0.72,0.1959
model-1585468409,1585468417.834,0.63,0.2201,0.72,0.19
model-1585468409,1585468417.856,0.71,0.1983,0.76,0.1916
model-1585468409,1585468417.879,0.73,0.2081,0.7,0.2159
model-1585468409,1585468417.9,0.65,0.2134,0.7,0.2089
model-1585468409,1585468417.921,0.66,0.2029,0.75,0.1614
model-1585468409,1585468417.942,0.7,0.203,0.73,0.1842
model-1585468409,1585468417.964,0.73,0.192,0.7,0.1945
model-1585468409,1585468417.987,0.68,0.2145,0.71,0.2035
model-1585468409,1585468418.007,0.68,0.2108,0.68,0.2235
model-1585468409,1585468418.028,0.68,0.1995,0.7,0.2163
model-1585468409,1585468418.05,0.65,0.2095,0.7,0.2041
model-1585468409,1585468418.073,0.79,0.1679,0.75,0.1709
model-1585468409,1585468418.097,0.66,0.209,0.73,0.1859
model-1585468409,1585468418.118,0.62,0.2179,0.7,0.1945
model-1585468409,1585468418.14,0.78,0.16,0.72,0.1894
model-1585468409,1585468418.162,0.78,0.1665,0.67,0.211
model-1585468409,1585468418.185,0.74,0.1782,0.62,0.2449
model-1585468409,1585468418.207,0.63,0.2114,0.63,0.2156
model-1585468409,1585468418.229,0.73,0.1959,0.66,0.201
model-1585468409,1585468418.251,0.67,0.1991,0.64,0.1929
model-1585468409,1585468418.273,0.82,0.1438,0.71,0.1806
model-1585468409,1585468418.296,0.76,0.1529,0.72,0.1814
model-1585468409,1585468418.318,0.73,0.1906,0.65,0.2273
model-1585468409,1585468418.34,0.68,0.2131,0.71,0.1968
model-1585468409,1585468418.361,0.74,0.1786,0.77,0.1558
model-1585468409,1585468418.382,0.73,0.1975,0.66,0.2046
model-1585468409,1585468418.404,0.68,0.2051,0.67,0.2034
model-1585468409,1585468418.427,0.73,0.1675,0.66,0.2195
model-1585468409,1585468418.448,0.74,0.178,0.79,0.1424
model-1585468409,1585468418.469,0.7,0.1887,0.77,0.1588
model-1585468409,1585468418.489,0.69,0.1822,0.75,0.1776
model-1585468409,1585468418.512,0.64,0.2076,0.67,0.2112
model-1585468409,1585468418.534,0.63,0.221,0.77,0.1729
model-1585468409,1585468418.555,0.72,0.1899,0.65,0.2094
model-1585468409,1585468418.576,0.71,0.189,0.75,0.1644
model-1585468409,1585468418.597,0.72,0.183,0.72,0.2057
model-1585468409,1585468418.619,0.71,0.1891,0.68,0.2246
model-1585468409,1585468418.641,0.77,0.1562,0.69,0.1967
model-1585468409,1585468418.662,0.75,0.1798,0.72,0.1888
model-1585468409,1585468418.683,0.67,0.2223,0.63,0.2216
model-1585468409,1585468418.703,0.71,0.1869,0.7,0.1961
model-1585468409,1585468418.725,0.66,0.225,0.75,0.1911
model-1585468409,1585468418.747,0.65,0.2155,0.67,0.2223
model-1585468409,1585468418.768,0.72,0.197,0.65,0.2107
model-1585468409,1585468418.789,0.81,0.1491,0.7,0.1848
model-1585468409,1585468418.81,0.76,0.1618,0.7,0.1815
model-1585468409,1585468418.832,0.75,0.1603,0.74,0.1701
model-1585468409,1585468418.853,0.64,0.1875,0.65,0.2118
model-1585468409,1585468418.874,0.72,0.1679,0.69,0.21
model-1585468409,1585468418.895,0.78,0.1687,0.73,0.1833
model-1585468409,1585468418.916,0.68,0.1902,0.68,0.2138
model-1585468409,1585468418.937,0.69,0.1888,0.66,0.2105
model-1585468409,1585468418.959,0.78,0.1572,0.76,0.1729
model-1585468409,1585468418.98,0.72,0.1908,0.53,0.249
model-1585468409,1585468419.001,0.69,0.2025,0.73,0.1692
model-1585468409,1585468419.023,0.68,0.202,0.75,0.1759
model-1585468409,1585468419.045,0.69,0.2061,0.79,0.1669
model-1585468409,1585468419.068,0.79,0.1571,0.71,0.186
model-1585468409,1585468419.089,0.7,0.1957,0.67,0.206
model-1585468409,1585468419.111,0.75,0.1662,0.73,0.1993
model-1585468409,1585468419.133,0.82,0.1447,0.68,0.2098
model-1585468409,1585468419.156,0.67,0.2129,0.63,0.2306
model-1585468409,1585468419.179,0.69,0.1971,0.69,0.2066
model-1585468409,1585468419.201,0.76,0.1632,0.72,0.1998
model-1585468409,1585468419.222,0.63,0.2365,0.7,0.1985
model-1585468409,1585468419.245,0.65,0.2187,0.71,0.1944
model-1585468409,1585468419.269,0.73,0.1822,0.73,0.1802
model-1585468409,1585468419.291,0.77,0.181,0.74,0.1809
model-1585468409,1585468419.314,0.66,0.2028,0.7,0.1853
model-1585468409,1585468419.335,0.72,0.1721,0.75,0.1654
model-1585468409,1585468419.357,0.75,0.1712,0.71,0.1951
